Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.end_tokens	dataset_reader.type	epoch	evaluate_on_test	iterator.batch_size	iterator.sorting_keys	iterator.type	model.aggregate_feedforward.activations	model.aggregate_feedforward.dropout	model.aggregate_feedforward.hidden_dims	model.aggregate_feedforward.input_dim	model.aggregate_feedforward.num_layers	model.attend_feedforward.activations	model.attend_feedforward.dropout	model.attend_feedforward.hidden_dims	model.attend_feedforward.input_dim	model.attend_feedforward.num_layers	model.compare_feedforward.activations	model.compare_feedforward.dropout	model.compare_feedforward.hidden_dims	model.compare_feedforward.input_dim	model.compare_feedforward.num_layers	model.initializer	model.similarity_function.type	model.text_field_embedder.token_embedders.tokens.embedding_dim	model.text_field_embedder.token_embedders.tokens.pretrained_file	model.text_field_embedder.token_embedders.tokens.projection_dim	model.text_field_embedder.token_embedders.tokens.trainable	model.text_field_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	test_accuracy	test_data_path	test_loss	train_data_path	trainer.cuda_device	trainer.grad_clipping	trainer.num_epochs	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_loss	dataset_reader.sample	embedding
31	137	0.7617354196301565	0.5784182970399979	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'linear']	['0.3867196436429573', '0.3867196436429573', '0.0']	[373, 373, 3]	812	3	relu	0.09624250978118264	103	249	1	relu	0.005026455871839364	406	498	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	249	False	embedding	decomposable_attention	7405.508000000002	1675	2681	2967	1295	1561	3487	2167	3313	0.7651669381107492	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.5789081045946518	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	8.4314155715797	140	0.0002675452120480052	adagrad	20	+accuracy	0.7334332058532821	7405.508000000002	33302.0	139	1581	0	2967	1295	0	2715	0	0	0.6411584165617338	0	0.7614306035358667	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.5772632072111229	550152	glove
32	138	0.5288559235927657	0.9702626207432192	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'linear']	['0.3980314411004558', '0.0']	[450, 3]	480	2	relu	0.4542640186925857	92	155	2	tanh	0.08828342854275856	240	310	2	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	155	False	embedding	decomposable_attention	7418.604	2195	1211	2807	3635	3589	3487	2389	2929	0.5334894136807817	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.9635473741339399	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	6.83606033996208	140	1.700675264018927e-05	adagrad	20	+accuracy	0.4480684132829238	7418.604	39266.0	139	1675	1211	2157	3635	1209	3487	2319	1521	1.1743159703528447	0	0.5288559235927657	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.9700649450351666	550152	glove
33	116	0.8436293436293436	0.4236576771968371	True	single_id	['@@NULL@@']	snli	135	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'relu', 'linear']	['0.35031848081886535', '0.35031848081886535', '0.35031848081886535', '0.0']	[426, 426, 426, 3]	922	4	tanh	0.019453365554924662	193	249	2	relu	0.26588627423713984	461	498	2	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	249	False	embedding	decomposable_attention	7418.0	3423	2671	3447	1567	3167	2965	1859	2551	0.8390675895765473	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.4326644931714256	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	8.313715852260142	140	0.02580373511802861	adagrad	20	+accuracy	0.857009976937093	7418.0	41184.0	135	10	1513	1573	1567	3167	2965	1859	1349	0.3727991908340813	0	0.8419020524283682	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.4256401150064035	550152	glove
34	139	0.7192643771591141	0.6736095896014921	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'linear']	['0.013010882793104361', '0.0']	[337, 3]	396	2	tanh	0.14131919973619672	113	294	2	relu	0.027565935395193253	198	588	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	294	False	embedding	decomposable_attention	7405.352	3423	2671	3447	2135	3167	2965	1859	1349	0.7218037459283387	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.6648126145848979	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	9.24927430167442	140	0.0823224316730247	adagrad	20	+accuracy	0.6910025538483382	7405.352	36883.0	139	2193	1513	1573	2135	3167	2965	1721	1349	0.7213188164241661	0	0.7192643771591141	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.6736095896014921	550152	glove
35	138	0.4711440764072343	1.0360106736808627	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'tanh', 'linear']	['0.44357601349876835', '0.44357601349876835', '0.0']	[402, 402, 3]	500	3	relu	0.4017366070143302	368	128	2	tanh	0.2469465923927871	250	256	3	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	128	False	embedding	decomposable_attention	7405.724	3423	2671	3447	2135	3167	2965	2389	2929	0.469564332247557	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	1.0326079966185928	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	5.172851892485405	140	6.936652646961451e-06	adagrad	20	+accuracy	0.38480651367846996	7405.724	42327.0	139	2193	1513	1573	2135	3167	2965	2389	2929	1.3014886649282091	0	0.4711440764072343	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	1.0358735737088438	550152	glove
36	137	0.6026214184108921	0.8686851363677484	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'linear']	['0.07339968049883172', '0.07339968049883172', '0.0']	[98, 98, 3]	672	3	relu	0.12075761113026208	468	123	3	relu	0.2061516222808908	336	246	2	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	123	False	embedding	decomposable_attention	7418.092	2195	1513	2807	3635	3589	2777	2389	2929	0.6052524429967426	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.8706771677190607	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	6.084103633442912	140	4.137276210264381e-05	adagrad	20	+accuracy	0.576006567558663	7418.092	42449.0	139	1675	1211	2157	3635	3589	2411	2319	1521	0.9055050786754736	0	0.6024182076813656	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.8681214293102165	550152	glove
37	135	0.7986181670392196	0.520389124751091	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'linear']	['0.4446056834003224', '0.0']	[372, 3]	814	2	tanh	0.3126576610112333	155	275	2	tanh	0.4366924795785736	407	550	2	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	275	False	embedding	decomposable_attention	7417.512	1627	2447	1287	1183	2919	2425	2237	2551	0.7947882736156352	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.5224022356333671	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	5.4415666292842175	140	0.008734507898296568	adagrad	20	+accuracy	0.7549907438925163	7417.512	37673.0	139	1627	1687	1287	1141	1405	2425	2237	2551	0.6079169528564058	0	0.7955700060963219	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.5195150445033978	550152	glove
38	127	0.7336923389554969	0.6425984207685892	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'tanh', 'linear']	['0.1924703024570661', '0.1924703024570661', '0.0']	[116, 116, 3]	696	3	relu	0.3379226450036685	261	263	3	tanh	0.1681108022326634	348	526	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	263	False	embedding	decomposable_attention	7405.504	1829	2447	1179	1183	2919	2269	2237	1831	0.7382939739413681	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.6419402765376228	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	7.458044461732039	140	0.0012615757948084825	adagrad	20	+accuracy	0.7120049074662294	7405.504	40331.0	139	1627	2447	1049	10	2919	2269	2237	1831	0.6847545388089589	0	0.7333875228612071	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.6409135226692472	550152	glove
39	136	0.777585856533225	0.5552431302411216	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'relu', 'linear']	['0.2784370380427199', '0.2784370380427199', '0.2784370380427199', '0.0']	[470, 470, 470, 3]	352	4	relu	0.1788088288190413	280	191	1	tanh	0.0511663265495344	176	382	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	191	False	embedding	decomposable_attention	7417.108	2195	1513	2807	2135	3589	2965	2389	2929	0.7778908794788274	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.5563234934559116	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	5.0599305975070665	140	0.0007503036168934862	adagrad	20	+accuracy	0.7538767344962475	7417.108	38668.0	139	2195	1211	2807	1115	3589	1825	2389	2929	0.5964713933333435	0	0.7765698028855924	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.5552032359621741	550152	glove
40	89	0.8099979678927047	0.4900582877846507	True	single_id	['@@NULL@@']	snli	108	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'linear']	['0.09411305487659571', '0.09411305487659571', '0.0']	[231, 231, 3]	698	3	relu	0.003315036417321726	189	70	1	tanh	0.1174441132120576	349	140	3	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	70	False	embedding	decomposable_attention	7405.988	1829	2447	1179	1183	2919	2269	1775	1603	0.8082247557003257	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.4869408893894839	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	5.931127556986661	140	0.002936562086333249	adagrad	20	+accuracy	0.8029805212180564	7405.988	32058.000000000004	108	1829	2447	1179	1183	2919	2269	1775	1603	0.4922174102429714	0	0.8093883357041252	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.4849571388263207	550152	glove
41	108	0.7880512091038406	0.5262042969078212	True	single_id	['@@NULL@@']	snli	127	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'tanh', 'linear']	['0.38724131094770076', '0.38724131094770076', '0.0']	[430, 430, 3]	670	3	relu	0.3521597755569497	473	251	1	tanh	0.2553020565122353	335	502	3	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	251	False	embedding	decomposable_attention	7405.751999999998	1675	2681	2807	3635	3589	3487	2319	2313	0.7934649837133549	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.5262193358563757	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	6.201072908561093	140	0.0017061005893090533	adagrad	20	+accuracy	0.7585639472338164	7405.751999999998	36728.0	127	1675	2681	2157	3635	1561	3487	2167	2311	0.5898049698668668	0	0.7870351554562081	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.5211477717021843	550152	glove
42	133	0.7359276569802886	0.6501470037869045	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'linear']	['0.19493050486715302', '0.0']	[81, 3]	668	2	tanh	0.1295823391323898	151	235	1	tanh	0.04747598944904158	334	470	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	235	False	embedding	decomposable_attention	7417.632	3423	2671	1573	2135	3167	2965	2389	2929	0.7335097719869706	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.6572389035642922	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	9.97341718916213	140	0.09012802561077073	adagrad	20	+accuracy	0.7097332020307008	7417.632	37923.0	139	2193	1513	1573	2135	3167	2965	2389	2929	0.7016900008525231	0	0.7340987604145499	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.6506393563437771	550152	glove
43	137	0.740804714488925	0.6273310739885677	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'linear']	['0.4554868123176456', '0.0']	[445, 3]	618	2	relu	0.4027905920798641	181	231	1	relu	0.020488170174280063	309	462	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	231	False	embedding	decomposable_attention	7415.648	1829	2447	1179	1183	2919	2269	1775	1603	0.7415513029315961	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.6287546637770417	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	6.063695394255237	140	0.0002147158290193441	adagrad	20	+accuracy	0.6967600893391849	7415.648	36859.0	139	1627	2447	1179	1183	2919	2269	1775	1603	0.7113347592358265	0	0.7394838447470027	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.6267579935200802	550152	glove
44	136	0.727494411704938	0.6624455450030117	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'tanh', 'tanh', 'linear']	['0.36882432571677976', '0.36882432571677976', '0.36882432571677976', '0.0']	[352, 352, 352, 3]	768	4	tanh	0.21085285649074093	147	86	1	tanh	0.2446314399600765	384	172	2	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	86	False	embedding	decomposable_attention	7430.32	1675	2681	2967	3635	1561	3487	2319	3313	0.7344258957654723	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.6595364702599389	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	9.49037706562548	140	0.0005123911369583642	adagrad	20	+accuracy	0.7013635693443545	7430.32	40014.0	139	1581	2681	2967	1295	1561	2715	2167	0	0.7057147949121594	0	0.7261735419630156	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.6607692791269971	550152	glove
45	139	0.7291200975411501	0.6548939364684092	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'linear']	['0.19937994715674018', '0.19937994715674018', '0.0']	[84, 84, 3]	288	3	relu	0.04132208848080576	272	71	1	tanh	0.2877087431830299	144	142	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	71	False	embedding	decomposable_attention	7414.28	2195	2681	2807	3635	3589	3487	2319	2929	0.7364617263843648	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.6511618158259949	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	7.165997181072093	140	0.0003856510440834643	adagrad	20	+accuracy	0.6988170021133413	7414.28	37212.0	139	1675	2681	2157	3635	1561	3487	2319	1521	0.7125610356798043	0	0.7291200975411501	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.6548939364684092	550152	glove
46	137	0.8308270676691729	0.4314578127164345	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'relu', 'linear']	['0.20101290454848753', '0.20101290454848753', '0.20101290454848753', '0.0']	[152, 152, 152, 3]	726	4	relu	0.41235678152581895	374	211	1	relu	0.3123664350979808	363	422	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	211	False	embedding	decomposable_attention	7406.2040000000015	1581	2681	2967	1295	1561	3487	2167	3313	0.8273615635179153	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.4406256824731827	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	6.1649122617896825	140	0.002944027846394625	adagrad	20	+accuracy	0.8158334956413472	7406.2040000000015	33344.0	139	0	0	2967	0	0	2715	0	0	0.4670931889353544	0	0.8306238569396465	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.4313407221978361	550152	glove
47	79	0.4206462101198944	1.0745068734342402	True	single_id	['@@NULL@@']	snli	98	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'linear']	['0.4469058066625302', '0.4469058066625302', '0.0']	[181, 181, 3]	962	3	tanh	0.02389554600294613	140	195	1	relu	0.26393977962181536	481	390	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	195	False	embedding	decomposable_attention	7409.436	3423	1513	2807	2135	3589	2965	2389	2929	0.4151058631921824	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	1.073738343529887	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	7.416058269292966	140	9.467498469817663e-06	adagrad	20	+accuracy	0.37908538372344897	7409.436	26479.0	98	2193	1513	2807	2135	3589	1825	2389	2929	1.0925306423679202	0	0.4202397886608413	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	1.073002987867826	550152	glove
48	139	0.6684616947774843	0.8021841413014895	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'linear']	['0.3983320520008484', '0.3983320520008484', '0.0']	[172, 172, 3]	832	3	relu	0.12823941769430947	98	246	1	tanh	0.498801419223699	416	492	3	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	246	False	embedding	decomposable_attention	7405.66	3423	2671	1287	1141	2919	2425	2237	2551	0.6730456026058632	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.8008994367215541	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	8.602683500285615	140	0.0002942323260949148	adagrad	20	+accuracy	0.6154519656258931	7405.66	37911.0	139	3423	2671	1287	1141	1405	2425	1399	2551	0.8529204809821218	0	0.6684616947774843	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.8021841413014895	550152	glove
49	133	0.757264783580573	0.6455276155626619	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'linear']	['0.41467439175945264', '0.41467439175945264', '0.0']	[93, 93, 3]	958	3	relu	0.3844679943247356	366	121	1	tanh	0.3721717138719109	479	242	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	121	False	embedding	decomposable_attention	7406.22	2195	1513	2807	2135	3589	2965	2389	2929	0.7637418566775245	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_test.jsonl	0.6473028535966749	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_train.jsonl	0	8.904825618241881	140	0.001035058720021893	adagrad	20	+accuracy	0.7128586172813438	7406.22	38365.0	139	2195	1211	2807	1115	3589	1825	1667	2929	0.6884565083457561	0	0.75685836212152	https://s3-us-west-2.amazonaws.com/allennlp/datasets/snli/snli_1.0_dev.jsonl	0.6437134090569112	550152	glove
