	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.max_tokens	dataset_reader.max_tuples	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.end_tokens	dataset_reader.type	epoch	iterator.batch_size	iterator.sorting_keys	iterator.type	model.attention_similarity.type	model.edge_embedding.embedding_dim	model.edge_embedding.vocab_namespace	model.edge_probability.activations	model.edge_probability.dropout	model.edge_probability.hidden_dims	model.edge_probability.input_dim	model.edge_probability.num_layers	model.ignore_edges	model.initializer	model.phrase_probability.activations	model.phrase_probability.dropout	model.phrase_probability.hidden_dims	model.phrase_probability.input_dim	model.phrase_probability.num_layers	model.premise_encoder.bidirectional	model.premise_encoder.hidden_size	model.premise_encoder.input_size	model.premise_encoder.num_layers	model.premise_encoder.type	model.text_field_embedder.tokens.embedding_dim	model.text_field_embedder.tokens.pretrained_file	model.text_field_embedder.tokens.projection_dim	model.text_field_embedder.tokens.trainable	model.text_field_embedder.tokens.type	model.type	model.use_encoding_for_node	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	test_data_path	train_data_path	trainer.cuda_device	trainer.grad_norm	trainer.learning_rate_scheduler.gamma	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_loss	dataset_reader.sample
30	22	0.6679447852760736	0.6084000177499724	500	500	True	single_id	[]	entailment_tuple	41	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	276	edges	['relu', 'relu', 'linear']	['0.07568291029107782', '0.07568291029107782', '0.0']	[84, 84, 2]	1400	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'tanh', 'linear']	['0.41189245463055735', '0.41189245463055735', '0.41189245463055735', '0']	[284, 284, 284, 2]	500	4	True	281	125	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	125	False	embedding	tree_attention	False	3209.92	4605	7953	4587	6295	6197	6425	4997	3271	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	7.685910507973053	0.5	exponential	140	8.803671483143706e-06	adam	20	+accuracy	0.7217111120532497	3209.92	3245.0	41	4605	7953	4587	6295	10	6425	271	3271	0.539775518603244	0	0.6579754601226994	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.608918086057756	10000
31	1	0.5061349693251533	0.6991908957318562	500	500	True	single_id	[]	entailment_tuple	20	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	277	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.44763300187642935', '0.44763300187642935', '0.44763300187642935', '0.0']	[74, 74, 74, 2]	897	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'linear']	['0.3889850426504313', '0.3889850426504313', '0']	[107, 107, 2]	1088	3	True	155	272	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	272	False	embedding	tree_attention	False	3194.512	4543	8089	6739	5861	1079	4231	6597	3687	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	5.146799070120039	0.5	exponential	140	0.024918544873234715	adam	20	+accuracy	0.6353923771569084	3194.512	1827.0000000000002	20	4543	8089	6739	5861	1079	4231	6597	3687	0.656033358897193	0	0.49616564417177916	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7319472134113312	10000
32	3	0.7016871165644172	0.5679601627152141	500	500	True	single_id	[]	entailment_tuple	22	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	253	edges	['tanh', 'tanh', 'linear']	['0.378659835561098', '0.378659835561098', '0.0']	[193, 193, 2]	961	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'linear']	['0.21010678827488433', '0']	[418, 2]	644	2	True	177	161	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	161	False	embedding	tree_attention	False	3188.428	4605	7953	4587	6295	3281	6425	4115	3271	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	8.443271071796467	0.5	exponential	140	4.536060247597908e-05	adam	20	+accuracy	0.7823377284097173	3188.428	1520.0	22	4605	7953	4587	3315	3281	3979	4115	3147	0.4547049163963835	0	0.6940184049079755	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5796498792563997	10000
33	5	0.7193251533742331	0.5580413746761113	500	500	True	single_id	[]	entailment_tuple	24	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	281	edges	['tanh', 'linear']	['0.05831171598600193', '0.0']	[187, 2]	857	2	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'linear']	['0.2072278514485999', '0']	[216, 2]	300	2	True	144	75	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	75	False	embedding	tree_attention	False	3196.62	3929	8089	6739	5861	2285	6769	7383	4363	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	6.6400600343528255	0.5	exponential	140	3.109217854826211e-05	adam	20	+accuracy	0.7437995505999068	3196.62	1995.0000000000002	24	3929	8089	6739	5861	2285	2987	2997	1539	0.5072504751485283	0	0.7101226993865031	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5652820469766129	10000
34	18	0.7216257668711656	0.5542372370638499	500	500	True	single_id	[]	entailment_tuple	37	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	97	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.016898928496766497', '0.016898928496766497', '0.016898928496766497', '0.0']	[341, 341, 341, 2]	913	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'linear']	['0.48288769206804855', '0.48288769206804855', '0']	[244, 244, 2]	816	3	True	204	204	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	204	False	embedding	tree_attention	False	3204.168	8055	8117	7395	4473	4893	6237	6093	7369	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	8.83813390019135	0.5	exponential	140	1.8373646471728514e-05	adam	20	+accuracy	0.756433628693772	3204.168	3211.0	37	3929	6893	6131	4473	4893	3817	6093	7369	0.49280538173550265	0	0.7147239263803681	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5536019080659238	10000
35	21	0.7638036809815951	0.6385944896354908	500	500	True	single_id	[]	entailment_tuple	40	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	159	edges	['tanh', 'linear']	['0.010140857869784081', '0.0']	[377, 2]	653	2	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'linear']	['0.429894010886028', '0']	[224, 2]	284	2	False	247	71	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	71	False	embedding	tree_attention	False	3191.764	4543	8089	6739	5861	1079	4231	6597	3687	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	8.421256565417956	0.5	exponential	140	0.0016055481127850487	adam	20	+accuracy	0.9057531691185823	3191.764	2816.0	40	4543	8089	6739	5861	1079	4231	2227	3687	0.2313391582099563	0	0.754601226993865	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6340068474230243	10000
36	20	0.7208588957055214	0.5582097685191689	500	500	True	single_id	[]	entailment_tuple	39	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	106	edges	['relu', 'linear']	['0.12821462404626843', '0.0']	[325, 2]	1094	2	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'linear']	['0.2922250390588812', '0']	[262, 2]	1148	2	False	494	287	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	287	False	embedding	tree_attention	False	3193.552	4605	7953	4587	6295	2641	6425	4997	3271	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.198198295637058	0.5	exponential	140	2.2256073887584675e-05	adam	20	+accuracy	0.7623267053885615	3193.552	2486.0	39	4605	7953	4587	6295	2641	6425	3471	2067	0.4871748379630558	0	0.7162576687116564	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5580506213917965	10000
37	2	0.7438650306748467	0.5566741055468234	500	500	True	single_id	[]	entailment_tuple	21	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	219	edges	['relu', 'relu', 'linear']	['0.1856905289171849', '0.1856905289171849', '0.0']	[232, 232, 2]	803	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'linear']	['0.33344969773018784', '0']	[96, 2]	828	2	False	292	207	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	207	False	embedding	tree_attention	False	3198.232	7103	7751	8039	7231	4771	5919	2125	5109	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	8.183928567897954	0.5	exponential	140	0.0014311079849301533	adam	20	+accuracy	0.9261881544918811	3198.232	1469.0	21	6273	7327	10	4751	4771	5919	2125	5109	0.19099832521238505	0	0.723159509202454	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.8592231497168541	10000
38	18	0.647239263803681	0.6319701380845977	500	500	True	single_id	[]	entailment_tuple	37	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	158	edges	['relu', 'relu', 'linear']	['0.4306833442639326', '0.4306833442639326', '0.0']	[258, 258, 2]	2094	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'linear']	['0.3759060577013679', '0.3759060577013679', '0']	[459, 459, 2]	472	3	True	484	118	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	118	False	embedding	tree_attention	False	3200.28	7453	8039	7835	7231	3657	7835	5645	6543	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	6.470984911838797	0.5	exponential	140	4.610628890680415e-06	adam	20	+accuracy	0.6879213125874423	3200.28	2606.0	37	7453	8039	5945	4471	3657	1893	5645	6543	0.5812925021628202	0	0.6449386503067485	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6321654377914057	10000
39	7	0.7415644171779141	0.6597086065335245	500	500	True	single_id	[]	entailment_tuple	26	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	275	edges	['relu', 'relu', 'linear']	['0.2540734222488294', '0.2540734222488294', '0.0']	[171, 171, 2]	2095	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'relu', 'linear']	['0.1374069600427864', '0.1374069600427864', '0.1374069600427864', '0']	[196, 196, 196, 2]	916	4	True	455	229	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	229	False	embedding	tree_attention	False	3198.18	4271	7953	4587	5669	4127	5593	7599	3083	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	6.340549959516331	0.5	exponential	140	0.0025798498002213392	adam	20	+accuracy	0.9151651333361598	3198.18	1903.0000000000002	26	4271	7953	4587	5669	10	5593	10	2685	0.20665390844082943	0	0.7361963190184049	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7160478617723395	10000
40	3	0.6748466257668712	0.5929591673903349	500	500	True	single_id	[]	entailment_tuple	22	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	292	edges	['tanh', 'linear']	['0.415456860755013', '0.0']	[406, 2]	450	2	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'relu', 'linear']	['0.034430188255013705', '0.034430188255013705', '0.034430188255013705', '0']	[509, 509, 509, 2]	916	4	False	79	229	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	229	False	embedding	tree_attention	False	3190.764	5953	7693	4587	6905	5695	6407	2701	5673	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	5.244661838098189	0.5	exponential	140	0.004547209230104802	adam	20	+accuracy	0.7412981727222623	3190.764	1472.0	22	4605	5501	4587	6905	4531	6407	2433	5673	0.5176655432076778	0	0.6510736196319018	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6036013993548184	10000
41	3	0.723159509202454	0.5596480249631696	500	500	True	single_id	[]	entailment_tuple	22	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	132	edges	['tanh', 'tanh', 'linear']	['0.06465762981285306', '0.06465762981285306', '0.0']	[137, 137, 2]	778	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'linear']	['0.4571705350494394', '0']	[73, 2]	468	2	False	323	117	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	117	False	embedding	tree_attention	False	3195.328	5177	8089	6739	5861	4787	2925	2919	4449	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	5.409527753662208	0.5	exponential	140	0.0024909659526517994	adam	20	+accuracy	0.8434730995887565	3195.328	1628.0	22	5177	8089	6739	5861	2111	2925	2919	4449	0.3625890402298547	0	0.7101226993865031	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6215112431020271	10000
42	11	0.7476993865030674	0.7363931165054077	500	500	True	single_id	[]	entailment_tuple	30	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	202	edges	['relu', 'linear']	['0.29621786622491597', '0.0']	[97, 2]	692	2	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'linear']	['0.3552761786813353', '0']	[484, 2]	392	2	False	245	98	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	98	False	embedding	tree_attention	False	3187.74	7825	7417	7069	6303	2161	2965	0	3933	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	7.042957417021258	0.5	exponential	140	0.002231590273807224	adam	20	+accuracy	0.9245347013185229	3187.74	1797.0	30	7825	7417	6273	6303	2161	0	0	0	0.1878134166580325	0	0.7438650306748467	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7432612569593802	10000
43	9	0.5774539877300614	0.706180058601426	500	500	True	single_id	[]	entailment_tuple	28	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	128	edges	['tanh', 'linear']	['0.077473914861041', '0.0']	[162, 2]	1312	2	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'relu', 'linear']	['0.13798976428184984', '0.13798976428184984', '0.13798976428184984', '0']	[443, 443, 443, 2]	584	4	True	296	146	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	146	False	embedding	tree_attention	False	3197.34	4353	8089	6739	5861	0	3933	2941	0	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	5.499795111446154	0.5	exponential	140	0.01528916882283285	adam	20	+accuracy	0.6679526858015008	3197.34	1897.0000000000002	28	4353	8089	10	5861	0	0	2941	0	0.6142236196792732	0	0.5697852760736196	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.71040928727243	10000
44	5	0.7216257668711656	0.5509295588949832	500	500	True	single_id	[]	entailment_tuple	24	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	73	edges	['relu', 'relu', 'linear']	['0.02087183795760461', '0.02087183795760461', '0.0']	[185, 185, 2]	705	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'linear']	['0.23615052189440627', '0']	[373, 2]	356	2	False	316	89	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	89	False	embedding	tree_attention	False	3191.028	4605	7953	4587	5669	6197	2131	1705	5975	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	8.7090552985575	0.5	exponential	140	2.9814097166093798e-05	adam	20	+accuracy	0.7335820579132573	3191.028	1549.0	24	4605	7953	4587	5669	10	10	1705	3271	0.5161735566970655	0	0.7078220858895705	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5573882137129946	10000
45	2	0.7338957055214724	0.5535244968969647	500	500	True	single_id	[]	entailment_tuple	21	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	65	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.07935873522262654', '0.07935873522262654', '0.07935873522262654', '0.0']	[370, 370, 370, 2]	467	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'linear']	['0.012194888404618132', '0']	[158, 2]	732	2	False	201	183	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	183	False	embedding	tree_attention	False	3192.988	5953	7693	4587	7721	4531	6407	2701	5673	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	6.252888938316856	0.5	exponential	140	0.00040633056487911743	adam	20	+accuracy	0.8582269894433374	3192.988	1513.0	21	5953	6371	4587	7721	4531	2025	2701	5673	0.3263056777957511	0	0.7093558282208589	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6241705940990914	10000
46	11	0.5789877300613497	0.6556271169243789	500	500	True	single_id	[]	entailment_tuple	30	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	192	edges	['relu', 'linear']	['0.27670562479178595', '0.0']	[113, 2]	1444	2	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'linear']	['0.33942868013769145', '0.33942868013769145', '0']	[106, 106, 2]	312	3	True	313	78	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	78	False	embedding	tree_attention	False	3200.348	7636	7417	5295	6303	4181	2649	5579	4016	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.379625919213206	0.5	exponential	140	3.387684215563833e-06	adam	20	+accuracy	0.6701572900326451	3200.348	2292.0	30	6555	7417	5295	6303	4181	2649	5511	1259	0.6032128308991255	0	0.5774539877300614	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6540385713664497	10000
47	4	0.7315950920245399	0.584908086851966	500	500	True	single_id	[]	entailment_tuple	23	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	286	edges	['relu', 'relu', 'linear']	['0.33145511811626116', '0.33145511811626116', '0.0']	[490, 490, 2]	1004	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'linear']	['0.40759414544849676', '0']	[176, 2]	640	2	False	359	160	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	160	False	embedding	tree_attention	False	3191.924	4605	7953	4587	6295	2589	6425	4997	3271	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.747958224534479	0.5	exponential	140	0.0002472924516299193	adam	20	+accuracy	0.8480518929919023	3191.924	1538.0	23	4605	7953	4587	6295	2589	6425	4997	3271	0.33476225804474397	0	0.7154907975460123	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.635106773910726	10000
48	4	0.7638036809815951	0.5309673693121933	500	500	True	single_id	[]	entailment_tuple	23	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	251	edges	['relu', 'relu', 'relu', 'linear']	['0.06192180438753364', '0.06192180438753364', '0.06192180438753364', '0.0']	[473, 473, 473, 2]	851	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'relu', 'linear']	['0.2885364203298416', '0.2885364203298416', '0.2885364203298416', '0']	[396, 396, 396, 2]	808	4	False	300	202	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	202	False	embedding	tree_attention	False	3196.8	4271	7953	4587	5669	2483	6949	4893	4231	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.13790181331321	0.5	exponential	140	0.0007832714558989296	adam	20	+accuracy	0.9188112095645906	3196.8	1666.0	23	4271	7953	4587	5669	2483	6949	4893	4231	0.20305966611793738	0	0.7576687116564417	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6825879382469305	10000
49	12	0.718558282208589	0.5662107816556605	500	500	True	single_id	[]	entailment_tuple	31	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	195	edges	['tanh', 'tanh', 'linear']	['0.2406844016738794', '0.2406844016738794', '0.0']	[305, 305, 2]	1063	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'linear']	['0.18894724966411242', '0.18894724966411242', '0']	[485, 485, 2]	576	3	False	434	144	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	144	False	embedding	tree_attention	False	3193.22	5177	8089	6739	5861	2719	6365	4301	5375	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	7.56214334658035	0.5	exponential	140	8.971494003337588e-05	adam	20	+accuracy	0.8142196972908806	3193.22	2045.0000000000002	31	10	8089	6739	5861	2719	6365	4301	5375	0.40450121364098485	0	0.7131901840490797	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5691062177463275	10000
