C	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	accuracy	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	embedding	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.architecture.embedding_dim	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.type	ngram_range	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	penalty	random_state	solver	stopwords	test_data_path	tol	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss	weight
	20.0	20.0	20.0	20.0	20.0		14.0	0.2606721162579473	1102.5041695700752	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	23.0	False	64.0	basic	0.2	50.0	[1, 2, 3]	468.0	331.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2491.996	0.0	0.0	647.0	681.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.056510101647218175	adam	10.0	+accuracy	0.3240870786516854	2491.996	67.0	23.0	0.0	0.0	647.0	681.0	1.480769862879568	0.0	0.25885558583106266	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1212.1299217012192	
	21.0	21.0	21.0	21.0	21.0		0.0	0.3133514986376022	1.7432415286699932	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	9.0	False	64.0	basic	0.3	50.0	[1, 2, 3]	154.0	333.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2492.756	0.0	0.0	729.0	653.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.02322931395049864	adam	10.0	+accuracy	0.397120786516854	2492.756	28.0	9.0	0.0	0.0	729.0	653.0	1.4428351503699572	0.0	0.2770208900999092	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	63.92158963945178	
	22.0	22.0	22.0	22.0	22.0		15.0	0.26430517711171664	33.23395276069641	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	24.0	False	64.0	basic	0.3	50.0	[1, 2, 3, 4]	71.0	258.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2511.192	0.0	0.0	629.0	769.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0382004218734078	adam	10.0	+accuracy	0.280313670411985	2511.192	71.0	24.0	0.0	0.0	629.0	769.0	1.5403686130224767	0.0	0.2561307901907357	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	32.09698102871577	
	23.0	23.0	23.0	23.0	23.0		0.0	0.2761126248864669	58.99229282803006	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	9.0	False	64.0	basic	0.0	50.0	[1, 2, 3, 4, 5]	293.0	384.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2492.1839999999997	0.0	0.0	709.0	793.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.09611238963900803	adam	10.0	+accuracy	0.2652153558052435	2492.1839999999997	31.000000000000004	9.0	0.0	0.0	709.0	793.0	1581.3275777439576	0.0	0.2488646684831971	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	17662.404098510742	
	24.0	24.0	24.0	24.0	24.0		0.0	0.3605812897366031	1.495627310540941	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	9.0	False	64.0	basic	0.3	50.0	[1, 2, 3, 4, 5]	180.0	276.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2508.2	0.0	0.0	3342.0	677.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.014666196694402224	adam	10.0	+accuracy	0.6757958801498127	2508.2	30.000000000000004	9.0	0.0	0.0	3342.0	677.0	2.483711275591779	0.0	0.2979109900090827	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	42.39001231723361	
	25.0	25.0	25.0	25.0	25.0		1.0	0.3860127157129882	1.4389875067604914	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	10.0	False	64.0	basic	0.4	50.0	[1, 2, 3, 4]	446.0	436.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2493.604	0.0	0.0	6756.0	669.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.007946446697395863	adam	10.0	+accuracy	0.9728464419475656	2493.6	32.0	10.0	0.0	0.0	6756.0	10.0	0.0810814379200117	0.0	0.3460490463215259	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	10.303426875008476	
	26.0	26.0	26.0	26.0	26.0		2.0	0.3524069028156221	1.7023879422081842	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	11.0	False	64.0	basic	0.2	50.0	[1, 2, 3, 4]	182.0	417.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2489.496	0.0	0.0	7178.0	691.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.015976979502486627	adam	10.0	+accuracy	0.8912687265917603	2489.496	36.0	11.0	0.0	0.0	10.0	691.0	0.2679564305650654	0.0	0.3369663941871026	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6.604291995366412	
	27.0	27.0	27.0	27.0	27.0		5.0	0.262488646684832	45.41434434387418	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	14.0	False	64.0	basic	0.3	50.0	[1, 2, 3]	112.0	391.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2494.012	0.0	0.0	679.0	643.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.04758226140897345	adam	10.0	+accuracy	0.2848782771535581	2494.012	41.0	14.0	0.0	0.0	679.0	643.0	1.8988722037913195	0.0	0.25340599455040874	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	61.44321990013122	
	28.0	28.0	28.0	28.0	28.0		21.0	0.2488646684831971	1775.7838346693252	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	30.0	False	64.0	basic	0.0	50.0	[1, 2, 3]	483.0	89.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2492.264	0.0	0.0	3392.0	685.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0972135044035968	adam	10.0	+accuracy	0.362125468164794	2492.264	88.0	30.0	0.0	0.0	3392.0	685.0	1.3841758388191907	0.0	0.2488646684831971	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1777.7457631429031	
	29.0	29.0	29.0	29.0	29.0		1.0	0.2770208900999092	4.6970144510269165	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	10.0	False	64.0	basic	0.2	50.0	[1, 2, 3]	488.0	355.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2492.64	0.0	0.0	729.0	733.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.031471012847495275	adam	10.0	+accuracy	0.3443352059925094	2492.64	30.000000000000004	10.0	0.0	0.0	645.0	733.0	1.9294729223891869	0.0	0.26975476839237056	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	402.7894157833523	
	30.0	30.0	30.0	30.0	30.0		7.0	0.259763851044505	582.3778452078501	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	16.0	False	64.0	basic	0.4	50.0	[1, 2, 3, 4, 5]	224.0	116.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2490.008	0.0	0.0	3342.0	677.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.08333258372565623	adam	10.0	+accuracy	0.31870318352059923	2490.004	52.0	16.0	0.0	0.0	3342.0	10.0	3.8235756888318417	0.0	0.25522252497729336	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	719.1840923097399	
	31.0	31.0	31.0	31.0	31.0		10.0	0.2615803814713896	846.1385669708252	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	19.0	False	64.0	basic	0.3	50.0	[1, 2, 3]	495.0	445.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2497.54	0.0	0.0	675.0	815.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0517114355874508	adam	10.0	+accuracy	0.3211610486891386	2497.48	56.0	19.0	0.0	0.0	10.0	815.0	1.4804945027650291	0.0	0.2089009990917348	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	857.1369848251343	
	32.0	32.0	32.0	32.0	32.0		3.0	0.2842870118074477	4.597412109375	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	12.0	False	64.0	basic	0.0	50.0	[1, 2, 3]	427.0	347.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2498.152	0.0	0.0	803.0	659.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.031690538955106505	adam	10.0	+accuracy	0.3895131086142322	2498.1479999999997	39.0	12.0	0.0	0.0	803.0	427.0	1.3557115828813011	0.0	0.259763851044505	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	121.01261923048231	
	33.0	33.0	33.0	33.0	33.0		4.0	0.2752043596730245	48.17169555028279	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	13.0	False	64.0	basic	0.3	50.0	[1, 2, 3, 4, 5]	115.0	108.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2497.1	0.0	0.0	803.0	659.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.049893748612455775	adam	10.0	+accuracy	0.2975187265917603	2497.096	42.0	13.0	0.0	0.0	803.0	659.0	2.9993598398877617	0.0	0.2661217075386013	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	253.8354800409741	
	34.0	34.0	34.0	34.0	34.0		6.0	0.2761126248864669	205.1466492546929	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	15.0	False	64.0	basic	0.4	50.0	[1, 2, 3, 4, 5]	281.0	435.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2494.8720000000008	0.0	0.0	3358.0	687.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.033399142907891845	adam	10.0	+accuracy	0.3273642322097378	2494.8720000000008	50.0	15.0	0.0	0.0	996.0	10.0	1.4966824784207702	0.0	0.2724795640326976	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	136.9298326704237	
	35.0	35.0	35.0	35.0	35.0		3.0	0.35149863760217986	3.387247986263699	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	12.0	False	64.0	basic	0.0	50.0	[1, 2, 3, 4]	495.0	440.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2502.1839999999997	0.0	0.0	833.0	769.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.02240930762537761	adam	10.0	+accuracy	0.9334035580524344	2502.18	37.0	12.0	0.0	0.0	833.0	2.0	0.17407818235901756	0.0	0.3133514986376022	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	9.471498489379883	
	36.0	36.0	36.0	36.0	36.0		9.0	0.27157129881925524	337.4003633658092	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	18.0	False	64.0	basic	0.3	50.0	[1, 2, 3]	403.0	145.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2496.652	0.0	0.0	703.0	725.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.05003870820029533	adam	10.0	+accuracy	0.3224485018726592	2496.652	55.0	18.0	0.0	0.0	703.0	725.0	1.4851317734860665	0.0	0.26793823796548594	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	428.5168763266669	
	37.0	37.0	37.0	37.0	37.0		6.0	0.25885558583106266	999.5305377112497	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	15.0	False	64.0	basic	0.3	50.0	[1, 2, 3, 4]	296.0	312.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2499.26	0.0	0.0	681.0	641.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.08239451442437272	adam	10.0	+accuracy	0.28710205992509363	2499.256	47.0	15.0	0.0	0.0	681.0	10.0	3.4353938022656227	0.0	0.25703905540417804	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1281.7813244925603	
	38.0	38.0	38.0	38.0	38.0		4.0	0.259763851044505	2206.478524102105	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	13.0	False	64.0	basic	0.2	50.0	[1, 2, 3, 4, 5]	406.0	204.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2499.776	0.0	0.0	765.0	723.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.07843015246854274	adam	10.0	+accuracy	0.32092696629213485	2499.776	40.0	13.0	0.0	0.0	703.0	723.0	27.660594619032164	0.0	0.2052679382379655	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	19259.508734809027	
	39.0	39.0	39.0	39.0	39.0		11.0	0.26430517711171664	77.29637026786806	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	20.0	False	64.0	basic	0.3	50.0	[1, 2, 3, 4]	90.0	177.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2503.732	0.0	0.0	7178.0	691.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0566182727592249	adam	10.0	+accuracy	0.28534644194756553	2503.6679999999997	64.0	20.0	0.0	0.0	641.0	691.0	1.590250963595376	0.0	0.26430517711171664	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	84.45294906033409	
	40.0	40.0	40.0	40.0	40.0		11.0	0.2661217075386013	1508.6517658233645	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	20.0	False	64.0	basic	0.1	50.0	[1, 2, 3]	447.0	154.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2491.06	0.0	0.0	765.0	723.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.07883489791910624	adam	10.0	+accuracy	0.32092696629213485	2491.06	59.00000000000001	20.0	0.0	0.0	765.0	723.0	1.7216157681906399	0.0	0.2524977293369664	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1413.5117488437231	
	41.0	41.0	41.0	41.0	41.0		3.0	0.40508628519527706	2.047550525930193	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	12.0	False	64.0	basic	0.0	50.0	[1, 2, 3, 4]	307.0	387.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2490.28	0.0	0.0	729.0	653.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.001234147088430021	adam	10.0	+accuracy	0.9996488764044944	2490.272	37.0	12.0	0.0	0.0	729.0	479.0	0.011109540892292314	0.0	0.40054495912806537	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.6176702181498213	
	42.0	42.0	42.0	42.0	42.0		10.0	0.27157129881925524	14.650494641727873	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	19.0	False	64.0	basic	0.1	50.0	[1, 2, 3, 4]	104.0	317.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2498.34	0.0	0.0	689.0	653.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.03238657809865838	adam	10.0	+accuracy	0.3050093632958801	2498.34	57.0	19.0	0.0	0.0	689.0	653.0	1.4836084700342436	0.0	0.26975476839237056	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	15.662188755141365	
	43.0	43.0	43.0	43.0	43.0		11.0	0.2615803814713896	3144.977477431297	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	20.0	False	64.0	basic	0.1	50.0	[1, 2, 3, 4]	351.0	332.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2503.584	0.0	0.0	745.0	645.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.07425168477214711	adam	10.0	+accuracy	0.31015917602996257	2503.52	61.00000000000001	20.0	0.0	0.0	745.0	645.0	1.5659272208142636	0.0	0.24977293369663944	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3113.759098397361	
	44.0	44.0	44.0	44.0	44.0		1.0	0.3887375113533152	1.4228156473901536	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	10.0	False	64.0	basic	0.2	50.0	[1, 2, 3, 4]	479.0	318.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2492.02	0.0	0.0	709.0	793.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.004396608992200402	adam	10.0	+accuracy	0.9619616104868914	2492.02	33.0	10.0	0.0	0.0	709.0	793.0	0.15596432719768874	0.0	0.33969118982742963	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	10.441032012303669	
	45.0	45.0	45.0	45.0	45.0		3.0	0.3405994550408719	2.2029546697934466	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	12.0	False	64.0	basic	0.2	50.0	[1, 2, 3, 4, 5]	348.0	197.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2491.736	0.0	0.0	3392.0	685.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.021888148059243773	adam	10.0	+accuracy	0.9408941947565544	2491.732	38.0	12.0	0.0	0.0	2673.0	685.0	0.16043611215566522	0.0	0.3197093551316985	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	8.385696729024254	
	46.0	46.0	46.0	46.0	46.0		8.0	0.2670299727520436	130.41556395424738	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	17.0	False	64.0	basic	0.3	50.0	[1, 2, 3]	323.0	173.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2498.036	0.0	0.0	689.0	653.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.05420661266472205	adam	10.0	+accuracy	0.34094101123595505	2498.036	51.0	17.0	0.0	0.0	689.0	653.0	1.446936360935667	0.0	0.2561307901907357	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	143.0300783581204	
	47.0	47.0	47.0	47.0	47.0		7.0	0.259763851044505	194.92665048440296	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	16.0	False	64.0	basic	0.3	50.0	[1, 2, 3, 4]	121.0	442.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2496.74	0.0	0.0	703.0	643.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0497744572388011	adam	10.0	+accuracy	0.28054775280898875	2496.74	49.0	16.0	0.0	0.0	629.0	643.0	1.5402938207583639	0.0	0.25885558583106266	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	306.769335826238	
	48.0	48.0	48.0	48.0	48.0		12.0	0.26793823796548594	117.70391572846307	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	21.0	False	64.0	basic	0.1	50.0	[1, 2, 3, 4, 5]	78.0	342.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2500.504	0.0	0.0	3360.0	633.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.027755070523404528	adam	10.0	+accuracy	0.32221441947565543	2500.504	68.0	21.0	0.0	0.0	3304.0	633.0	1.4308648376322504	0.0	0.2670299727520436	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	120.30159011152055	
	49.0	49.0	49.0	49.0	49.0		8.0	0.2661217075386013	28.647570755746628	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	17.0	False	64.0	basic	0.1	50.0	[1, 2, 3, 4, 5]	86.0	151.0	CNN	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier		2499.292	0.0	0.0	685.0	641.0							s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.04122124437492825	adam	10.0	+accuracy	0.3103932584269663	2499.292	52.0	17.0	0.0	0.0	681.0	641.0	1.4699216298202968	0.0	0.25340599455040874	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	33.50549703836441	
