	C	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	accuracy	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	embedding	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.architecture.embedding_dim	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	penalty	random_state	solver	test_data_path	tol	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
29		29	29.0	29.0	29.0		1.0	0.2770208900999092	4.6970144510269165	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	10.0	False	64.0	basic	0.2	50.0	[1, 2, 3]	488.0	355.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2492.64	0.0	0.0	729.0	733.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.031471012847495275	adam	10.0	+accuracy	0.3443352059925094	2492.64	30.000000000000004	10.0	0.0	0.0	645.0	733.0	1.9294729223891869	0.0	0.26975476839237056	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	402.7894157833523
30		30	30.0	30.0	30.0		7.0	0.259763851044505	582.3778452078501	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	16.0	False	64.0	basic	0.4	50.0	[1, 2, 3, 4, 5]	224.0	116.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2490.008	0.0	0.0	3342.0	677.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.08333258372565623	adam	10.0	+accuracy	0.31870318352059923	2490.004	52.0	16.0	0.0	0.0	3342.0	10.0	3.8235756888318417	0.0	0.25522252497729336	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	719.1840923097399
31		31	31.0	31.0	31.0		10.0	0.2615803814713896	846.1385669708252	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	19.0	False	64.0	basic	0.3	50.0	[1, 2, 3]	495.0	445.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2497.54	0.0	0.0	675.0	815.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0517114355874508	adam	10.0	+accuracy	0.3211610486891386	2497.48	56.0	19.0	0.0	0.0	10.0	815.0	1.4804945027650291	0.0	0.2089009990917348	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	857.1369848251343
32		32	32.0	32.0	32.0		3.0	0.2842870118074477	4.597412109375	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	12.0	False	64.0	basic	0.0	50.0	[1, 2, 3]	427.0	347.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2498.152	0.0	0.0	803.0	659.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.031690538955106505	adam	10.0	+accuracy	0.3895131086142322	2498.148	39.0	12.0	0.0	0.0	803.0	427.0	1.3557115828813011	0.0	0.259763851044505	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	121.01261923048231
33		33	33.0	33.0	33.0		4.0	0.2752043596730245	48.17169555028279	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	13.0	False	64.0	basic	0.3	50.0	[1, 2, 3, 4, 5]	115.0	108.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2497.1	0.0	0.0	803.0	659.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.049893748612455775	adam	10.0	+accuracy	0.2975187265917603	2497.096	42.0	13.0	0.0	0.0	803.0	659.0	2.9993598398877617	0.0	0.2661217075386013	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	253.8354800409741
34		34	34.0	34.0	34.0		6.0	0.2761126248864669	205.1466492546929	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	15.0	False	64.0	basic	0.4	50.0	[1, 2, 3, 4, 5]	281.0	435.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2494.8720000000008	0.0	0.0	3358.0	687.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.033399142907891845	adam	10.0	+accuracy	0.3273642322097378	2494.8720000000008	50.0	15.0	0.0	0.0	996.0	10.0	1.4966824784207702	0.0	0.2724795640326976	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	136.9298326704237
35		35	35.0	35.0	35.0		3.0	0.35149863760217986	3.387247986263699	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	12.0	False	64.0	basic	0.0	50.0	[1, 2, 3, 4]	495.0	440.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2502.184	0.0	0.0	833.0	769.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.02240930762537761	adam	10.0	+accuracy	0.9334035580524344	2502.18	37.0	12.0	0.0	0.0	833.0	2.0	0.17407818235901756	0.0	0.3133514986376022	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	9.471498489379883
36		36	36.0	36.0	36.0		9.0	0.27157129881925524	337.4003633658092	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	18.0	False	64.0	basic	0.3	50.0	[1, 2, 3]	403.0	145.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2496.652	0.0	0.0	703.0	725.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.05003870820029533	adam	10.0	+accuracy	0.3224485018726592	2496.652	55.0	18.0	0.0	0.0	703.0	725.0	1.4851317734860665	0.0	0.26793823796548594	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	428.5168763266669
37		37	37.0	37.0	37.0		6.0	0.25885558583106266	999.5305377112497	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	15.0	False	64.0	basic	0.3	50.0	[1, 2, 3, 4]	296.0	312.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2499.26	0.0	0.0	681.0	641.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.08239451442437272	adam	10.0	+accuracy	0.28710205992509363	2499.256	47.0	15.0	0.0	0.0	681.0	10.0	3.4353938022656227	0.0	0.25703905540417804	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1281.7813244925603
38		38	38.0	38.0	38.0		4.0	0.259763851044505	2206.478524102105	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	13.0	False	64.0	basic	0.2	50.0	[1, 2, 3, 4, 5]	406.0	204.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2499.776	0.0	0.0	765.0	723.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.07843015246854274	adam	10.0	+accuracy	0.32092696629213485	2499.776	40.0	13.0	0.0	0.0	703.0	723.0	27.660594619032164	0.0	0.2052679382379655	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	19259.508734809027
39		39	39.0	39.0	39.0		11.0	0.26430517711171664	77.29637026786806	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	20.0	False	64.0	basic	0.3	50.0	[1, 2, 3, 4]	90.0	177.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2503.732	0.0	0.0	7178.0	691.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0566182727592249	adam	10.0	+accuracy	0.28534644194756553	2503.668	64.0	20.0	0.0	0.0	641.0	691.0	1.590250963595376	0.0	0.26430517711171664	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	84.45294906033409
40		40	40.0	40.0	40.0		11.0	0.2661217075386013	1508.6517658233645	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	20.0	False	64.0	basic	0.1	50.0	[1, 2, 3]	447.0	154.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2491.06	0.0	0.0	765.0	723.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.07883489791910624	adam	10.0	+accuracy	0.32092696629213485	2491.06	59.00000000000001	20.0	0.0	0.0	765.0	723.0	1.72161576819064	0.0	0.2524977293369664	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1413.5117488437231
41		41	41.0	41.0	41.0		3.0	0.40508628519527706	2.047550525930193	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	12.0	False	64.0	basic	0.0	50.0	[1, 2, 3, 4]	307.0	387.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2490.28	0.0	0.0	729.0	653.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.001234147088430021	adam	10.0	+accuracy	0.9996488764044944	2490.272	37.0	12.0	0.0	0.0	729.0	479.0	0.011109540892292314	0.0	0.40054495912806537	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.617670218149821
42		42	42.0	42.0	42.0		10.0	0.27157129881925524	14.650494641727873	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	19.0	False	64.0	basic	0.1	50.0	[1, 2, 3, 4]	104.0	317.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2498.34	0.0	0.0	689.0	653.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.03238657809865838	adam	10.0	+accuracy	0.3050093632958801	2498.34	57.0	19.0	0.0	0.0	689.0	653.0	1.4836084700342436	0.0	0.26975476839237056	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	15.662188755141365
43		43	43.0	43.0	43.0		11.0	0.2615803814713896	3144.977477431297	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	20.0	False	64.0	basic	0.1	50.0	[1, 2, 3, 4]	351.0	332.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2503.584	0.0	0.0	745.0	645.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.07425168477214711	adam	10.0	+accuracy	0.31015917602996257	2503.52	61.00000000000001	20.0	0.0	0.0	745.0	645.0	1.5659272208142636	0.0	0.24977293369663944	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3113.759098397361
44		44	44.0	44.0	44.0		1.0	0.3887375113533152	1.4228156473901536	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	10.0	False	64.0	basic	0.2	50.0	[1, 2, 3, 4]	479.0	318.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2492.02	0.0	0.0	709.0	793.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.004396608992200402	adam	10.0	+accuracy	0.9619616104868914	2492.02	33.0	10.0	0.0	0.0	709.0	793.0	0.15596432719768874	0.0	0.33969118982742963	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	10.441032012303669
45		45	45.0	45.0	45.0		3.0	0.3405994550408719	2.2029546697934466	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	12.0	False	64.0	basic	0.2	50.0	[1, 2, 3, 4, 5]	348.0	197.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2491.736	0.0	0.0	3392.0	685.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.021888148059243773	adam	10.0	+accuracy	0.9408941947565544	2491.732	38.0	12.0	0.0	0.0	2673.0	685.0	0.16043611215566522	0.0	0.3197093551316985	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	8.385696729024254
46		46	46.0	46.0	46.0		8.0	0.2670299727520436	130.41556395424738	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	17.0	False	64.0	basic	0.3	50.0	[1, 2, 3]	323.0	173.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2498.036	0.0	0.0	689.0	653.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.05420661266472205	adam	10.0	+accuracy	0.34094101123595505	2498.036	51.0	17.0	0.0	0.0	689.0	653.0	1.446936360935667	0.0	0.2561307901907357	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	143.0300783581204
47		47	47.0	47.0	47.0		7.0	0.259763851044505	194.92665048440296	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	16.0	False	64.0	basic	0.3	50.0	[1, 2, 3, 4]	121.0	442.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2496.74	0.0	0.0	703.0	643.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0497744572388011	adam	10.0	+accuracy	0.28054775280898875	2496.74	49.0	16.0	0.0	0.0	629.0	643.0	1.540293820758364	0.0	0.25885558583106266	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	306.769335826238
48		48	48.0	48.0	48.0		12.0	0.26793823796548594	117.70391572846307	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	21.0	False	64.0	basic	0.1	50.0	[1, 2, 3, 4, 5]	78.0	342.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2500.504	0.0	0.0	3360.0	633.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.027755070523404528	adam	10.0	+accuracy	0.32221441947565543	2500.504	68.0	21.0	0.0	0.0	3304.0	633.0	1.4308648376322504	0.0	0.2670299727520436	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	120.30159011152055
49		49	49.0	49.0	49.0		8.0	0.2661217075386013	28.647570755746628	False	8544	True	single_id	just_spaces	semisupervised_text_classification_json	glove	17.0	False	64.0	basic	0.1	50.0	[1, 2, 3, 4, 5]	86.0	151.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2499.292	0.0	0.0	685.0	641.0						s3://suching-dev/final-datasets/sst/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.04122124437492825	adam	10.0	+accuracy	0.3103932584269663	2499.292	52.0	17.0	0.0	0.0	681.0	641.0	1.4699216298202968	0.0	0.25340599455040874	s3://suching-dev/final-datasets/sst/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	33.50549703836441
50	0.33073104653244645	0				0.3033605812897366		0.3033605812897366			8544					glove										logistic regression											l1	48668.0	liblinear		0.00022874755199426156														2.568783760070801																
51	0.6231911847868551	1				0.3678474114441417		0.3678474114441417			8544					glove										logistic regression											l1	14537.0	liblinear		0.0004331053742686314														1.3034420013427734																
52	0.7660029489371469	2				0.3505903723887375		0.3505903723887375			8544					glove										logistic regression											l1	29545.0	liblinear		0.00021442177751316747														1.2586641311645508																
53	0.1550065159316244	3				0.2579473206176203		0.2579473206176203			8544					glove										logistic regression											l1	90680.0	liblinear		0.00152093672817239														0.8932192325592041																
54	0.3112217979886885	4				0.368755676657584		0.368755676657584			8544					glove										logistic regression											l2	44882.0	liblinear		0.00011610734577096712														0.9573156833648682																
55	0.6182135293206542	5				0.3760217983651226		0.3760217983651226			8544					glove										logistic regression											l2	58364.0	liblinear		0.0023657576872464585														1.8382229804992682																
56	0.2495990991649911	6				0.3188010899182561		0.3188010899182561			8544					glove										logistic regression											l1	70031.0	liblinear		0.004983508556253452														1.028698205947876																
57	0.8684089504144961	7				0.3941871026339691		0.3941871026339691			8544					glove										logistic regression											l2	81128.0	liblinear		0.007913711514645906														2.2709410190582275																
58	0.25434112431198297	8				0.3878292461398729		0.3878292461398729			8544					glove										logistic regression											l1	75996.0	liblinear		0.0013571031754953415														1.1461188793182373																
59	0.8444765796324346	9				0.3578564940962761		0.3578564940962761			8544					glove										logistic regression											l1	43255.0	liblinear		0.0011777840254028366														1.5743002891540527																
60	0.08354773989225972	10				0.3569482288828338		0.3569482288828338			8544					glove										logistic regression											l2	55031.0	liblinear		0.009313834030712495														1.017621994018555																
61	0.8901199429718982	11				0.2606721162579473		0.2606721162579473			8544					glove										logistic regression											l1	3197.0	liblinear		0.008212175517728388														0.8817431926727295																
62	0.8376545461928243	12				0.3814713896457766		0.3814713896457766			8544					glove										logistic regression											l2	70706.0	liblinear		0.00031387642823681134														1.900961875915528																
63	0.1196757431734955	13				0.3605812897366031		0.3605812897366031			8544					glove										logistic regression											l2	73086.0	liblinear		0.0003834138700928138														1.1395809650421145																
64	0.4328510651804318	14				0.2561307901907357		0.2561307901907357			8544					glove										logistic regression											l1	32996.0	liblinear		0.0028817501862201016														0.9225401878356934																
65	0.7814304656661887	15				0.3542234332425068		0.3542234332425068			8544					glove										logistic regression											l1	95963.0	liblinear		0.0011715700332094485														0.7600691318511963																
66	0.2046885558490894	16				0.368755676657584		0.368755676657584			8544					glove										logistic regression											l2	92015.0	liblinear		0.0005648182536842076														0.9591419696807858																
67	0.6163014503419724	17				0.3424159854677566		0.3424159854677566			8544					glove										logistic regression											l1	11374.0	liblinear		0.0003792734705286705														1.6532409191131592																
68	0.4741048326758908	18				0.3732970027247957		0.3732970027247957			8544					glove										logistic regression											l2	55024.0	liblinear		0.00017243565673211696														0.7826571464538574																
69	0.2260426992758237	19				0.3442325158946412		0.3442325158946412			8544					glove										logistic regression											l2	31758.0	liblinear		0.00010126156215785384														0.6499950885772705																
0	0.33073104653244645	0				0.3033605812897366		0.3033605812897366			8544					glove										logistic regression											l1	48668.0	liblinear		0.00022874755199426156														2.568783760070801																
1	0.6231911847868551	1				0.3678474114441417		0.3678474114441417			8544					glove										logistic regression											l1	14537.0	liblinear		0.0004331053742686314														1.3034420013427734																
2	0.7660029489371469	2				0.3505903723887375		0.3505903723887375			8544					glove										logistic regression											l1	29545.0	liblinear		0.00021442177751316747														1.2586641311645508																
3	0.1550065159316244	3				0.2579473206176203		0.2579473206176203			8544					glove										logistic regression											l1	90680.0	liblinear		0.00152093672817239														0.8932192325592041																
4	0.3112217979886885	4				0.368755676657584		0.368755676657584			8544					glove										logistic regression											l2	44882.0	liblinear		0.00011610734577096712														0.9573156833648682																
5	0.6182135293206542	5				0.3760217983651226		0.3760217983651226			8544					glove										logistic regression											l2	58364.0	liblinear		0.0023657576872464585														1.8382229804992682																
6	0.2495990991649911	6				0.3188010899182561		0.3188010899182561			8544					glove										logistic regression											l1	70031.0	liblinear		0.004983508556253452														1.028698205947876																
7	0.8684089504144961	7				0.3941871026339691		0.3941871026339691			8544					glove										logistic regression											l2	81128.0	liblinear		0.007913711514645906														2.2709410190582275																
8	0.25434112431198297	8				0.3878292461398729		0.3878292461398729			8544					glove										logistic regression											l1	75996.0	liblinear		0.0013571031754953415														1.1461188793182373																
9	0.8444765796324346	9				0.3578564940962761		0.3578564940962761			8544					glove										logistic regression											l1	43255.0	liblinear		0.0011777840254028366														1.5743002891540527																
10	0.08354773989225972	10				0.3569482288828338		0.3569482288828338			8544					glove										logistic regression											l2	55031.0	liblinear		0.009313834030712495														1.017621994018555																
11	0.8901199429718982	11				0.2606721162579473		0.2606721162579473			8544					glove										logistic regression											l1	3197.0	liblinear		0.008212175517728388														0.8817431926727295																
12	0.8376545461928243	12				0.3814713896457766		0.3814713896457766			8544					glove										logistic regression											l2	70706.0	liblinear		0.00031387642823681134														1.900961875915528																
13	0.1196757431734955	13				0.3605812897366031		0.3605812897366031			8544					glove										logistic regression											l2	73086.0	liblinear		0.0003834138700928138														1.1395809650421145																
14	0.4328510651804318	14				0.2561307901907357		0.2561307901907357			8544					glove										logistic regression											l1	32996.0	liblinear		0.0028817501862201016														0.9225401878356934																
15	0.7814304656661887	15				0.3542234332425068		0.3542234332425068			8544					glove										logistic regression											l1	95963.0	liblinear		0.0011715700332094485														0.7600691318511963																
16	0.2046885558490894	16				0.368755676657584		0.368755676657584			8544					glove										logistic regression											l2	92015.0	liblinear		0.0005648182536842076														0.9591419696807858																
17	0.6163014503419724	17				0.3424159854677566		0.3424159854677566			8544					glove										logistic regression											l1	11374.0	liblinear		0.0003792734705286705														1.6532409191131592																
18	0.4741048326758908	18				0.3732970027247957		0.3732970027247957			8544					glove										logistic regression											l2	55024.0	liblinear		0.00017243565673211696														0.7826571464538574																
19	0.2260426992758237	19				0.3442325158946412		0.3442325158946412			8544					glove										logistic regression											l2	31758.0	liblinear		0.00010126156215785384														0.6499950885772705																
20	0.8548978193127831	0				0.3169845594913715		0.3033605812897366			8544					glove										logistic regression											l1	32029.0	liblinear		0.0014772495219462388														0.7388989925384521																
21	0.7776515968715779	1				0.37057220708446864		0.3678474114441417			8544					glove										logistic regression											l1	73481.0	liblinear		0.0002300214155311544														1.454092025756836																
22	0.28406035556573817	2				0.3578564940962761		0.3505903723887375			8544					glove										logistic regression											l2	67583.0	liblinear		0.003718292780176925														1.4563789367675781																
23	0.15655099169214548	3				0.3651226158038147		0.2579473206176203			8544					glove										logistic regression											l2	69279.0	liblinear		0.0002015179122894588														0.686464786529541																
24	0.14909649940707148	4				0.25340599455040874		0.368755676657584			8544					glove										logistic regression											l1	84692.0	liblinear		0.002955092896520607														1.0057919025421145																
25	0.1944681703098604	5				0.29336966394187103		0.3760217983651226			8544					glove										logistic regression											l1	88465.0	liblinear		0.0001431372626912254														1.869333028793335																
26	0.8477515745264352	6				0.37057220708446864		0.3188010899182561			8544					glove										logistic regression											l2	18433.0	liblinear		0.00011529444317789463														1.218108892440796																
27	0.2540124459433161	7				0.3569482288828338		0.3941871026339691			8544					glove										logistic regression											l2	84773.0	liblinear		0.003471765982805457														1.6050977706909182																
28	0.938613035171941	8				0.3169845594913715		0.3878292461398729			8544					glove										logistic regression											l1	28868.0	liblinear		0.004106370081006401														1.9082810878753664																
29	0.3291184078142634	9				0.3723887375113533		0.3578564940962761			8544					glove										logistic regression											l2	27335.0	liblinear		0.00010285215814549451														1.1971940994262695																
30	0.6755083840603653	10				0.262488646684832		0.3569482288828338			8544					glove										logistic regression											l1	71501.0	liblinear		0.005672322197138394														0.8384740352630615																
31	0.3453059226554779	11				0.3178928247048138		0.2606721162579473			8544					glove										logistic regression											l2	27451.0	liblinear		0.002825367745696589														1.321155071258545																
32	0.7361405251310504	12				0.2606721162579473		0.3814713896457766			8544					glove										logistic regression											l1	14571.0	liblinear		0.0026755397867372892														0.9404499530792236																
33	0.4891551468035252	13				0.2870118074477748		0.3605812897366031			8544					glove										logistic regression											l2	76067.0	liblinear		0.0061802918924631954														0.7787928581237793																
34	0.1866974042805155	14				0.254314259763851		0.2561307901907357			8544					glove										logistic regression											l1	53376.0	liblinear		0.003985532956667849														1.1434049606323242																
35	0.40113203848962	15				0.25340599455040874		0.3542234332425068			8544					glove										logistic regression											l1	5284.0	liblinear		0.0005437761677076731														0.9855170249938964																
36	0.8502790028597617	16				0.3542234332425068		0.368755676657584			8544					glove										logistic regression											l1	62058.0	liblinear		0.00010328702678464902														0.8310699462890625																
37	0.34470472176319544	17				0.28610354223433243		0.3424159854677566			8544					glove										logistic regression											l1	76777.0	liblinear		0.00225844417627072														0.6172151565551758																
38	0.924930022836397	18				0.3814713896457766		0.3732970027247957			8544					glove										logistic regression											l2	23364.0	liblinear		0.001916757861103884														1.855282068252564																
39	0.09620785513555463	19				0.25340599455040874		0.3442325158946412			8544					glove										logistic regression											l1	34824.0	liblinear		0.0050858185950124896														0.9842929840087892																
