	Unnamed: 0	Unnamed: 0.1	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.max_tokens	dataset_reader.max_tuples	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.end_tokens	dataset_reader.type	epoch	evaluate_on_test	iterator.batch_size	iterator.sorting_keys	iterator.type	model.aggregate_feedforward.activations	model.aggregate_feedforward.dropout	model.aggregate_feedforward.hidden_dims	model.aggregate_feedforward.input_dim	model.aggregate_feedforward.num_layers	model.attend_feedforward.activations	model.attend_feedforward.dropout	model.attend_feedforward.hidden_dims	model.attend_feedforward.input_dim	model.attend_feedforward.num_layers	model.attention_similarity.type	model.classifier.activations	model.classifier.dropout	model.classifier.hidden_dims	model.classifier.input_dim	model.classifier.num_layers	model.compare_feedforward.activations	model.compare_feedforward.dropout	model.compare_feedforward.hidden_dims	model.compare_feedforward.input_dim	model.compare_feedforward.num_layers	model.dropout	model.edge_embedding.embedding_dim	model.edge_embedding.vocab_namespace	model.edge_probability.activations	model.edge_probability.dropout	model.edge_probability.hidden_dims	model.edge_probability.input_dim	model.edge_probability.num_layers	model.encoder.architecture.type	model.encoder.bidirectional	model.encoder.hidden_size	model.encoder.input_size	model.encoder.num_layers	model.encoder.type	model.ignore_edges	model.inference_encoder.bidirectional	model.inference_encoder.hidden_size	model.inference_encoder.input_size	model.inference_encoder.num_layers	model.inference_encoder.type	model.initializer	model.output_feedforward.activations	model.output_feedforward.dropout	model.output_feedforward.hidden_dims	model.output_feedforward.input_dim	model.output_feedforward.num_layers	model.output_logit.activations	model.output_logit.hidden_dims	model.output_logit.input_dim	model.output_logit.num_layers	model.phrase_probability.activations	model.phrase_probability.dropout	model.phrase_probability.hidden_dims	model.phrase_probability.input_dim	model.phrase_probability.num_layers	model.premise_encoder.bidirectional	model.premise_encoder.hidden_size	model.premise_encoder.input_size	model.premise_encoder.num_layers	model.premise_encoder.type	model.projection_feedforward.activations	model.projection_feedforward.hidden_dims	model.projection_feedforward.input_dim	model.projection_feedforward.num_layers	model.similarity_function.type	model.text_field_embedder.token_embedders.tokens.embedding_dim	model.text_field_embedder.token_embedders.tokens.pretrained_file	model.text_field_embedder.token_embedders.tokens.projection_dim	model.text_field_embedder.token_embedders.tokens.trainable	model.text_field_embedder.token_embedders.tokens.type	model.text_field_embedder.tokens.embedding_dim	model.text_field_embedder.tokens.pretrained_file	model.text_field_embedder.tokens.projection_dim	model.text_field_embedder.tokens.trainable	model.text_field_embedder.tokens.type	model.type	model.use_encoding_for_node	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	test_accuracy	test_data_path	test_loss	train_data_path	trainer.cuda_device	trainer.grad_clipping	trainer.grad_norm	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.gamma	trainer.learning_rate_scheduler.mode	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_loss
226	126	26.0	1	0.6855828220858896	0.5959789014997936			10000			[]	simple_overlap	20	True	64		basic												['tanh', 'linear']	['0.4671291132834448', '0.0']	[395, 2]	3.0	2.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2489.388	9949	9535	10568	593					0.7154280338664158	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.5797916755956762	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		6.208414373889129		0.5			exponential	140		0.02605884443168553	adam	20	+accuracy	0.7183844719443974	2489.376	81.0	20	9949	9535	10568	593					0.5604308123187967	0	0.6556748466257669	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.6283511803263709
227	127	27.0	6	0.6725460122699386	0.6884790829249791			10000			[]	simple_overlap	25	True	64		basic												['relu', 'linear']	['0.1207551522436573', '0.0']	[157, 2]	3.0	2.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2506.924	9949	9535	10566	595					0.6886171213546566	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.6884687262422898	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		8.694525806967633		0.5			exponential	140		8.044573594951663e-06	adam	20	+accuracy	0.5297931852856417	2506.924	101.0	25	9949	9535	10566	595					0.691641223786	0	0.6595092024539877	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.6884658194723583
228	128	28.0	4	0.5199386503067485	0.6870231145904178			10000			[]	simple_overlap	23	True	64		basic												['relu', 'linear']	['0.03830442538914525', '0.0']	[417, 2]	3.0	2.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2506.5	9949	9535	10566	595					0.6307619943555973	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.6302971121142892	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		9.873555527905546		0.5			exponential	140		2.798849752199196e-05	adam	20	+accuracy	0.6656636718087812	2506.5	143.0	23	9949	9535	10566	593					0.6142416649717626	0	0.5199386503067485	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.6855223604610988
229	129	29.0	0	0.5038343558282209	0.6936228048233759			10000			[]	simple_overlap	19	True	64		basic												['tanh', 'tanh', 'tanh', 'linear']	['0.0951010363186699', '0.0951010363186699', '0.0951010363186699', '0.0']	[427, 427, 427, 2]	3.0	4.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2506.52	9949	9535	10568	601					0.3960489181561618	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.6996148439014659	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		8.268864383904091		0.5			exponential	140		0.011350713619303985	adam	20	+accuracy	0.6354043058145449	2506.52	80.0	19	9949	9535	10566	601					0.6573727789933119	0	0.4961656441717792	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.7308368938309806
230	130	30.0	7	0.5797546012269938	0.6675717944190616			10000			[]	simple_overlap	26	True	64		basic												['relu', 'relu', 'linear']	['0.3947231785521821', '0.3947231785521821', '0.0']	[255, 255, 2]	3.0	3.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2507.172	9949	9357	11996	595					0.6688617121354656	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.5977025785866905	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		8.597882039723608		0.5			exponential	140		4.904082333034891e-05	adam	20	+accuracy	0.6902017291066282	2507.172	108.0	26	9949	9357	11996	595					0.6000246424177474	0	0.5797546012269938	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.6672115524609884
231	131	31.0	2	0.6802147239263804	0.6065571237178076			10000			[]	simple_overlap	21	True	64		basic												['relu', 'linear']	['0.3941172063610191', '0.0']	[106, 2]	3.0	2.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2506.5879999999997	9949	9535	10566	601					0.7102539981185324	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.5744109127451392	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		7.001368347667331		0.5			exponential	140		0.03341609812342045	adam	20	+accuracy	0.7180030513646379	2506.584	131.0	21	9949	9535	10566	593					0.5636614711304021	0	0.6625766871165644	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.6277075140249162
232	132	32.0	8	0.5437116564417178	0.6789416528883434			10000			[]	simple_overlap	27	True	64		basic												['tanh', 'tanh', 'tanh', 'linear']	['0.2671571752332693', '0.2671571752332693', '0.2671571752332693', '0.0']	[367, 367, 367, 2]	3.0	4.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2508.12	9949	9535	10570	601					0.647695202257761	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.6135265301255619	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		7.454574638313366		0.5			exponential	140		8.305528912158028e-06	adam	20	+accuracy	0.655577216477369	2508.12	117.0	27	9949	9535	10570	601					0.6348150188360757	0	0.5437116564417178	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.6787858718917483
233	133	33.0	3	0.6487730061349694	0.6376418442953199			10000			[]	simple_overlap	22	True	64		basic												['tanh', 'tanh', 'tanh', 'linear']	['0.27127638515690283', '0.27127638515690283', '0.27127638515690283', '0.0']	[123, 123, 123, 2]	3.0	4.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2506.448	9949	9535	10568	593					0.6966133584195673	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.5721289752160802	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		5.068586334744985		0.5			exponential	140		9.338535631396773e-05	adam	20	+accuracy	0.7040600101712154	2506.448	94.0	22	9949	9535	10568	593					0.5830826119678777	0	0.6464723926380368	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.6397805540334611
234	134	34.0	7	0.683282208588957	0.6001011317684537			10000			[]	simple_overlap	26	True	64		basic												['tanh', 'tanh', 'linear']	['0.38276878171999523', '0.38276878171999523', '0.0']	[486, 486, 2]	3.0	3.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2494.964	9949	9535	10574	599					0.7154280338664158	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.5649833644137663	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		9.98563450807626		0.5			exponential	140		0.036199763755582114	adam	20	+accuracy	0.7152907272419055	2494.964	112.0	26	9949	9535	10568	599					0.5644142835282375	0	0.6625766871165644	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.6240684673899696
235	135	35.0	2	0.6587423312883436	0.6869891087214152			10000			[]	simple_overlap	21	True	64		basic												['relu', 'relu', 'linear']	['0.17141045938582639', '0.17141045938582639', '0.0']	[79, 79, 2]	3.0	3.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2506.528	9949	9531	10568	593					0.7083725305738476	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.6861333864576676	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		8.930032876333389		0.5			exponential	140		2.8405828044687394e-06	adam	20	+accuracy	0.4955924733005594	2506.52	86.0	21	9949	9531	10568	593					0.7011446450460894	0	0.5460122699386503	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.6872698693048387
236	136	36.0	2	0.6679447852760736	0.615792616492226			10000			[]	simple_overlap	21	True	64		basic												['relu', 'linear']	['0.3230591986393704', '0.0']	[376, 2]	3.0	2.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2505.036	9949	9531	10564	593					0.7088428974600188	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.5665340870618821	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		5.8814540551788665		0.5			exponential	140		0.003935380392921535	adam	20	+accuracy	0.7205034751652822	2505.036	83.0	21	9949	9531	10564	593					0.5596068826148181	0	0.6641104294478528	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.624774341072355
237	137	37.0	1	0.6595092024539877	0.6241273752280644			10000			[]	simple_overlap	20	True	64		basic												['tanh', 'linear']	['0.24412196374177453', '0.0']	[366, 2]	3.0	2.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2606.48	9949	9181	11992	593					0.6975540921919097	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.5690437467659221	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train.txt	0		7.4518961810063375		0.5			exponential	140		0.0006083681094847487	adam	20	+accuracy	0.7158416680793355	2606.48	91.0	20	9949	9181	11992	593					0.5655877763824411	0	0.656441717791411	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.6303962171077728
238	138	38.0	0	0.6871165644171779	0.602092581135886			10000			[]	simple_overlap	19	True	64		basic												['tanh', 'tanh', 'tanh', 'linear']	['0.04055488849407696', '0.04055488849407696', '0.04055488849407696', '0.0']	[350, 350, 350, 2]	3.0	4.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2512.464	9949	9357	10538	597					0.7177798682972719	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.5809476971626282	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		8.770931401521812		0.5			exponential	140		0.002379724378955902	adam	20	+accuracy	0.719698253941346	2512.464	83.0	19	9949	9357	10538	597					0.5598559612181129	0	0.6656441717791411	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.6249493956565857
239	139	39.0	2	0.6710122699386503	0.6132838541553134			10000			[]	simple_overlap	21	True	64		basic												['tanh', 'linear']	['0.3980408088185172', '0.0']	[347, 2]	3.0	2.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2506.6679999999997	9949	9535	10564	595					0.7079021636876763	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.5683629854637033	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		6.673449200398201		0.5			exponential	140		0.0011398231957514412	adam	20	+accuracy	0.7149516867265638	2506.6679999999997	134.0	21	9949	9535	10564	593					0.5631291653890274	0	0.6556748466257669	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.6293458938598633
240	140	40.0	5	0.6687116564417178	0.6177342675981068			10000			[]	simple_overlap	24	True	64		basic												['relu', 'relu', 'linear']	['0.3592986545763184', '0.3592986545763184', '0.0']	[173, 173, 2]	3.0	3.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2507.452	9949	9535	10566	597					0.7088428974600188	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.5653630573959911	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		5.066993526520405		0.5			exponential	140		0.00018576359545079588	adam	20	+accuracy	0.7103322597050348	2507.452	153.0	24	9949	9535	10566	593					0.5737520008875425	0	0.6679447852760736	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.6182849364621299
241	141	41.0	2	0.6779141104294478	0.6079091046537671			10000			[]	simple_overlap	21	True	64		basic												['tanh', 'linear']	['0.2817440391804292', '0.0']	[505, 2]	3.0	2.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2507.584	9949	9535	10566	593					0.7102539981185324	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.568235473597751	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		7.3223009160113515		0.5			exponential	140		0.0007268780252336441	adam	20	+accuracy	0.7181301915578912	2507.58	82.0	21	9949	9535	10566	593					0.5640817177166461	0	0.6549079754601227	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.6302121906053453
242	142	42.0	4	0.661042944785276	0.6273735123021262			10000			[]	simple_overlap	23	True	64		basic												['relu', 'relu', 'relu', 'linear']	['0.11847881445150849', '0.11847881445150849', '0.11847881445150849', '0.0']	[135, 135, 135, 2]	3.0	4.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2508.92	9949	9535	10568	593					0.7031984948259643	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.5707628481528338	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		6.503636219662202		0.5			exponential	140		7.560018634323427e-05	adam	20	+accuracy	0.7119850822173249	2508.92	102.0	23	9949	9535	10566	593					0.5702200662798997	0	0.6541411042944786	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.6331006089846293
243	143	43.0	0	0.4961656441717792	0.6934233392987933			10000			[]	simple_overlap	19	True	64		basic												['relu', 'relu', 'linear']	['0.01897652914675435', '0.01897652914675435', '0.0']	[270, 270, 2]	3.0	3.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2506.448	9949	9535	10568	595					0.6039510818438382	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.6695620908456689	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		9.992913885689171		0.5			exponential	140		2.820758561125457e-06	adam	20	+accuracy	0.6354890659433803	2506.448	79.0	19	9949	9535	10568	595					0.6406913173554066	0	0.4961656441717792	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.7132269200824556
244	144	44.0	2	0.6771472392638037	0.6107273371446701			10000			[]	simple_overlap	21	True	64		basic												['tanh', 'linear']	['0.3533332872431238', '0.0']	[376, 2]	3.0	2.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2507.5679999999998	9949	9357	11996	593					0.7097836312323612	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.5682559355216867	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		8.678214787971074		0.5			exponential	140		0.003424982863092673	adam	20	+accuracy	0.7166468893032717	2507.504	81.0	21	9949	9357	11994	593					0.5613721272325128	0	0.6541411042944786	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.6286064173494067
245	145	45.0	2	0.6687116564417178	0.6121708835874285			10000			[]	simple_overlap	21	True	64		basic												['relu', 'relu', 'relu', 'linear']	['0.35216832778302865', '0.35216832778302865', '0.35216832778302865', '0.0']	[465, 465, 465, 2]	3.0	4.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2507.644	9949	9535	10564	601					0.7083725305738476	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.5673478096723557	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		5.042418684395492		0.5			exponential	140		7.47412321551996e-05	adam	20	+accuracy	0.7071113748092898	2507.6279999999997	94.0	21	9949	9535	10564	601					0.5789926848437404	0	0.6679447852760736	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.6190127290430523
246	146	46.0	3	0.6687116564417178	0.6208048931189946			10000			[]	simple_overlap	22	True	64		basic												['tanh', 'tanh', 'tanh', 'linear']	['0.3342711814997973', '0.3342711814997973', '0.3342711814997973', '0.0']	[217, 217, 217, 2]	3.0	4.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2507.76	9949	9535	10568	597					0.7079021636876763	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.5673361262854408	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		8.245528646644274		0.5			exponential	140		0.0008295541073284929	adam	20	+accuracy	0.7169011696897779	2507.76	157.0	22	9949	9535	10568	593					0.5658450944798425	0	0.6587423312883436	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.6327864627043406
247	147	47.0	2	0.6901840490797546	0.5985300753797803			10000			[]	simple_overlap	21	True	64		basic												['tanh', 'tanh', 'tanh', 'linear']	['0.13167201845387894', '0.13167201845387894', '0.13167201845387894', '0.0']	[199, 199, 199, 2]	3.0	4.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2507.32	9949	9535	10566	595					0.7182502351834431	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.5682445028248955	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		6.527156404419952		0.5			exponential	140		0.002504238553990668	adam	20	+accuracy	0.7199525343278522	2507.32	94.0	21	9949	9535	10566	595					0.5609948217545745	0	0.6625766871165644	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.6260325284231276
248	148	48.0	0	0.4961656441717792	0.7538217845417204			10000			[]	simple_overlap	19	True	64		basic												['tanh', 'linear']	['0.4352730537459388', '0.0']	[107, 2]	3.0	2.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2505.94	9949	9357	11992	601					0.6039510818438382	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.6822288474615883	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		6.576414373556153		0.5			exponential	140		2.804545366127564e-06	adam	20	+accuracy	0.6068825224614341	2505.94	117.0	19	9949	9357	11992	593					0.6873462896359969	0	0.4961656441717792	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.7446802400407337
249	149	49.0	0	0.6702453987730062	0.6501624825454894			10000			[]	simple_overlap	19	True	64		basic												['relu', 'relu', 'linear']	['0.27812138587684065', '0.27812138587684065', '0.0']	[509, 509, 2]	3.0	3.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2505.496	9949	9535	10574	599					0.7060206961429916	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.5786350737599766	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		6.191681068996044		0.5			exponential	140		0.007791694671054937	adam	20	+accuracy	0.7203763349720291	2505.496	79.0	19	9949	9535	10574	599					0.55988992803142	0	0.6625766871165644	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.6251384885538191
250	150	50.0	2	0.6794478527607362	0.6055755402360644			10000			[]	simple_overlap	21	True	64		basic												['tanh', 'linear']	['0.03087391626635505', '0.0']	[285, 2]	3.0	2.0														word overlap												[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]																																			simple_overlap		2506.28	9949	9357	10564	593					0.7130761994355598	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test_pretokenized.txt	0.5687191766851089	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train_pretokenized.txt	0		8.94144280017471		0.5			exponential	140		0.0015529516296137395	adam	20	+accuracy	0.7173249703339549	2506.28	83.0	21	9949	9357	10564	593					0.5610782763337702	0	0.6526073619631901	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev_pretokenized.txt	0.6287707360017867
