Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.granularity	dataset_reader.lazy	dataset_reader.token_indexers.elmo.type	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.type	embedding	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.aggregations	model.encoder.architecture.bidirectional	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.num_layers	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.elmo.do_layer_norm	model.input_embedder.token_embedders.elmo.dropout	model.input_embedder.token_embedders.elmo.options_file	model.input_embedder.token_embedders.elmo.requires_grad	model.input_embedder.token_embedders.elmo.type	model.input_embedder.token_embedders.elmo.weight_file	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	test_accuracy	test_data_path	test_loss	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.granularity	validation_dataset_reader.lazy	validation_dataset_reader.token_indexers.elmo.type	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.type	validation_loss	vocabulary.max_vocab_size	dataset_reader.sample
32	2	0.8061926605504587	0.5120494940451213	2-class	False		True	single_id	sst_tokens	glove	11	True	64	basic	0.0	['maxpool final_state attention meanpool']	True	319	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2539.344	1273	709	635	709	0.8204283360790774	/home/suching/reproducibility/data/sst/test.txt	0.4211794035188083	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0019699236610167575	adam	10	+accuracy	1.0	2539.264	54.0	11	1273	709	627	709	0.0005593194344311679	0	0.8016055045871558	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	1.8086694989885603	10000	6919
33	25	0.8016055045871558	0.7565273855413709	2-class	False		True	single_id	sst_tokens	glove	34	True	64	basic	0.2	['final_state meanpool attention']	True	238	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2541.472	1273	1517	885	709	0.8072487644151565	/home/suching/reproducibility/data/sst/test.txt	0.6636927281988079	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0005015413243653409	adam	10	+accuracy	0.9628612716763004	2541.472	151.0	34	767	1517	635	709	0.10234288823440536	0	0.7993119266055045	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	0.7580925353935787	10000	6919
34	4	0.8199541284403671	0.9387441788400922	2-class	False		True	single_id	sst_tokens	glove	13	True	64	basic	0.1	['attention final_state']	True	300	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2542.748	673	613	1635	1189	0.8088962108731467	/home/suching/reproducibility/data/sst/test.txt	0.8880365768383289	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.013940774145446436	adam	10	+accuracy	1.0	2542.748	61.00000000000001	13	673	10	1635	1189	0.0002101344150414161	0	0.8142201834862385	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	1.6603704818657463	10000	6919
35	15	0.8096330275229358	0.457788205572537	2-class	False		True	single_id	sst_tokens	glove	24	True	64	basic	0.0	['meanpool final_state attention maxpool']	True	117	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2539.276	1273	1517	635	709	0.8061504667764964	/home/suching/reproducibility/data/sst/test.txt	0.4310805818130229	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0002739083958845928	adam	10	+accuracy	0.8820809248554913	2539.276	108.0	24	767	1517	635	709	0.2743089311166641	0	0.8073394495412844	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	0.46021184963839395	10000	6919
36	15	0.7465596330275229	0.5155362401689801	2-class	False		True	single_id	sst_tokens	glove	24	True	64	basic	0.4	['maxpool final_state meanpool attention']	True	77	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2535.408	1247	719	1725	643	0.7462932454695222	/home/suching/reproducibility/data/sst/test.txt	0.5110068012928141	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	6.488482271069376e-05	adam	10	+accuracy	0.7664739884393064	2535.408	141.0	24	1247	615	1297	643	0.4889228067813664	0	0.7465596330275229	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	0.5151314799274717	10000	6919
37	15	0.6777522935779816	0.5962939922298703	2-class	False		True	single_id	sst_tokens	glove	24	True	64	basic	0.2	['final_state attention maxpool']	True	383	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2543.572	1423	941	773	1189	0.6798462383305875	/home/suching/reproducibility/data/sst/test.txt	0.6078962128737877	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	1.2480486222293734e-05	adam	10	+accuracy	0.6919075144508671	2543.572	109.0	24	651	607	773	1189	0.5924523478254266	0	0.6766055045871561	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	0.5952602710042681	10000	6919
38	28	0.7878440366972477	0.8428910736526761	2-class	False		True	single_id	sst_tokens	glove	37	True	64	basic	0.4	['final_state']	True	345	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2570.36	1247	809	1367	777	0.7748489840746843	/home/suching/reproducibility/data/sst/test.txt	0.8658186320600838	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.015576381890660275	adam	10	+accuracy	0.9606936416184972	2570.36	270.0	37	1011	809	1367	777	0.16444451293540654	0	0.783256880733945	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	0.8614467935902732	10000	6919
39	9	0.8027522935779816	0.7947394209248679	2-class	False		True	single_id	sst_tokens	glove	18	True	64	basic	0.0	['final_state maxpool attention']	True	417	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2540.824	881	993	1725	1133	0.8270181219110379	/home/suching/reproducibility/data/sst/test.txt	0.6521143188764309	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0009321479057233439	adam	10	+accuracy	0.9985549132947976	2540.824	88.0	18	881	685	1725	591	0.0060826145932761895	0	0.7878440366972477	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	1.3387692740985326	10000	6919
40	15	0.7465596330275229	0.5316867721932275	2-class	False		True	single_id	sst_tokens	glove	24	True	64	basic	0.2	['maxpool meanpool attention']	True	255	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2561.712	1647	993	1725	1189	0.7479406919275123	/home/suching/reproducibility/data/sst/test.txt	0.5246686370208345	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	3.071114465251677e-05	adam	10	+accuracy	0.7523121387283237	2561.712	167.0	24	825	993	1725	1133	0.5118250997241484	0	0.7419724770642202	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	0.5317526374544416	10000	6919
41	5	0.8233944954128442	1.2470228118555886	2-class	False		True	single_id	sst_tokens	glove	14	True	64	basic	0.3	['attention meanpool maxpool final_state']	True	110	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2535.192	1247	631	1297	643	0.8099945085118067	/home/suching/reproducibility/data/sst/test.txt	1.080443600128437	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.005277684445648945	adam	10	+accuracy	1.0	2535.188	64.0	14	1247	631	1297	611	0.0003305656126264585	0	0.8176605504587156	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	1.7566735574177332	10000	6919
42	2	0.7855504587155964	0.7081457227468491	2-class	False		True	single_id	sst_tokens	glove	11	True	64	basic	0.0	['final_state attention meanpool maxpool']	True	230	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2536.952	765	1323	705	657	0.785831960461285	/home/suching/reproducibility/data/sst/test.txt	0.6563583951571892	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.03637338746549065	adam	10	+accuracy	1.0	2536.936	56.0	11	765	1323	705	657	0.0006643109655845058	0	0.7798165137614679	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	1.2383942008018494	10000	6919
43	8	0.8073394495412844	0.7217208700520652	2-class	False		True	single_id	sst_tokens	glove	17	True	64	basic	0.1	['meanpool maxpool final_state']	True	365	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2559.452	1325	927	1087	991	0.8094453596924767	/home/suching/reproducibility/data/sst/test.txt	0.6320782971793207	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0006742008939861077	adam	10	+accuracy	0.9966763005780348	2559.452	103.0	17	1325	927	709	991	0.015597029755729328	0	0.7855504587155964	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	1.4145177389894212	10000	6919
44	11	0.7385321100917431	0.5194913489477975	2-class	False		True	single_id	sst_tokens	glove	20	True	64	basic	0.1	['meanpool attention final_state maxpool']	True	419	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2582.0	947	1601	801	899	0.7369577155409116	/home/suching/reproducibility/data/sst/test.txt	0.5218717897760456	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	2.392387246350989e-05	adam	10	+accuracy	0.7520231213872832	2582.0	174.0	20	947	1601	801	425	0.5078399558679774	0	0.7362385321100917	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	0.5179617234638759	10000	6919
45	6	0.7981651376146789	1.4169461727142334	2-class	False		True	single_id	sst_tokens	glove	15	True	64	basic	0.3	['meanpool attention final_state maxpool']	True	104	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2534.632	651	841	1087	991	0.7852828116419549	/home/suching/reproducibility/data/sst/test.txt	1.4018279971747565	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.033590602745537206	adam	10	+accuracy	1.0	2534.632	87.0	15	651	789	1087	991	0.00011781315156899461	0	0.7958715596330275	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	1.906619267804282	10000	6919
46	18	0.7144495412844036	0.7395106894629342	2-class	False		True	single_id	sst_tokens	glove	27	True	64	basic	0.2	['meanpool maxpool final_state']	True	385	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2563.132	1647	993	1725	1133	0.7303679297089511	/home/suching/reproducibility/data/sst/test.txt	0.6928705552528645	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0440835365430455	adam	10	+accuracy	0.955057803468208	2563.132	165.0	27	853	993	1725	1133	0.13056357269850347	0	0.7075688073394495	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	0.8420633290495191	10000	6919
47	0	0.4908256880733945	0.6951193681785038	2-class	False		True	single_id	sst_tokens	glove	9	True	64	basic	0.0	['maxpool']	True	118	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2537.144	1373	927	733	991	0.5008237232289949	/home/suching/reproducibility/data/sst/test.txt	0.6945512479749221	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	1.4846407383502745e-06	adam	10	+accuracy	0.4783236994219653	2537.14	62.00000000000001	9	1325	927	733	991	0.6950703892139121	0	0.4908256880733945	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	0.6927600119795118	10000	6919
48	5	0.7752293577981652	1.1532164514064789	2-class	False		True	single_id	sst_tokens	glove	14	True	64	basic	0.1	['meanpool attention']	True	236	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2568.26	1165	729	1087	991	0.7786930258099946	/home/suching/reproducibility/data/sst/test.txt	1.0135868438358964	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.01457513655051876	adam	10	+accuracy	1.0	2568.26	100.0	14	651	10	1087	899	0.00016537049802344873	0	0.7649082568807339	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	2.247730169977461	10000	6919
49	5	0.8130733944954128	1.1464760856969016	2-class	False		True	single_id	sst_tokens	glove	14	True	64	basic	0.4	['attention maxpool final_state meanpool']	True	424	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2540.152	887	809	1367	733	0.8105436573311368	/home/suching/reproducibility/data/sst/test.txt	0.9135430619634431	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0031970405289556717	adam	10	+accuracy	1.0	2540.148	66.0	14	887	809	1367	733	0.00026113129810455743	0	0.8027522935779816	/home/suching/reproducibility/data/sst/dev.txt	2-class	False		True	single_id	sst_tokens	1.8168657677514213	10000	6919
0	18	0.8887614678899083	0.8560262663023812	2-class	False	elmo_characters	True	single_id	sst_tokens	elmo frozen	27	True	64	basic	0.4	['final_state meanpool maxpool']	True	411	1074	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2959.816	4301	2235	3823	4837	0.8802855573860516	/home/suching/reproducibility/data/sst/test.txt	0.7591380857188126	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0005096538986542455	adam	10	+accuracy	1.0	2959.816	944.0	27	3889	2235	3313	0	0.0001199138991603064	0	0.8876146788990825	/home/suching/reproducibility/data/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	0.8672069949763161	10000	6919
1	4	0.875	0.48950519944940296	2-class	False	elmo_characters	True	single_id	sst_tokens	elmo frozen	13	True	64	basic	0.3	['meanpool maxpool final_state']	True	126	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2925.628	4987	3387	4889	2581	0.8819330038440417	/home/suching/reproducibility/data/sst/test.txt	0.3762942388139922	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0006978069540451772	adam	10	+accuracy	1.0	2925.616	424.0	13	4987	3387	4889	2581	0.0006682002113773187	0	0.8704128440366973	/home/suching/reproducibility/data/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	0.880985615508897	10000	6919
2	7	0.838302752293578	0.7938984632492065	2-class	False	elmo_characters	True	single_id	sst_tokens	elmo frozen	16	True	64	basic	0.3	['meanpool maxpool final_state']	True	201	1074	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2945.196	3661	4551	2685	4837	0.8390993959362988	/home/suching/reproducibility/data/sst/test.txt	0.7283606426469211	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0217235660644461	adam	10	+accuracy	0.9997109826589596	2945.184	540.0	16	10	3763	2685	3715	0.0032726282535821467	0	0.8222477064220184	/home/suching/reproducibility/data/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	1.1586067995854787	10000	6919
3	6	0.8646788990825688	0.5011357516050339	2-class	False	elmo_characters	True	single_id	sst_tokens	elmo frozen	15	True	64	basic	0.2	['attention meanpool final_state']	True	269	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2936.22	2585	4135	3943	4881	0.8649093904448105	/home/suching/reproducibility/data/sst/test.txt	0.4145977792554888	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.00012929490901753522	adam	10	+accuracy	0.998699421965318	2936.192	485.00000000000006	15	2585	4135	3943	2747	0.011879595603212851	0	0.8612385321100917	/home/suching/reproducibility/data/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	0.7827056092875344	10000	6919
4	10	0.8635321100917431	0.4255476551396506	2-class	False	elmo_characters	True	single_id	sst_tokens	elmo frozen	19	True	64	basic	0.4	['attention final_state']	True	248	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2931.868	4571	3865	4827	3393	0.8577704557935201	/home/suching/reproducibility/data/sst/test.txt	0.36118508978136654	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	6.84712596266905e-05	adam	10	+accuracy	0.9657514450867052	2931.868	608.0	19	4571	2809	4827	3393	0.1118131599158322	0	0.8577981651376146	/home/suching/reproducibility/data/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	0.4756864479609898	10000	6919
5	0	0.5091743119266054	0.7399624096495765	2-class	False	elmo_characters	True	single_id	sst_tokens	elmo frozen	9	True	64	basic	0.0	['maxpool attention final_state meanpool']	True	414	1074	3	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3010.264	4301	2235	3823	4199	0.499176276771005	/home/suching/reproducibility/data/sst/test.txt	0.7419792218454953	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.023314280251107492	adam	10	+accuracy	0.5001445086705202	3010.264	334.0	9	3663	2235	3313	4199	0.8994102357724391	0	0.4908256880733945	/home/suching/reproducibility/data/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	0.7224242006029401	10000	6919
6	7	0.8784403669724771	0.9608223565987178	2-class	False	elmo_characters	True	single_id	sst_tokens	elmo frozen	16	True	64	basic	0.4	['final_state maxpool meanpool']	True	263	1074	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2956.456	3615	3467	4593	3599	0.8676551345414607	/home/suching/reproducibility/data/sst/test.txt	0.73735413263584	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.00030322228794094145	adam	10	+accuracy	1.0	2956.452	523.0	16	3615	3089	4593	3599	0.0002331573413599521	0	0.8738532110091743	/home/suching/reproducibility/data/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	1.202607946736472	10000	6919
7	1	0.6754587155963303	0.6843968459538051	2-class	False	elmo_characters	True	single_id	sst_tokens	elmo frozen	10	True	64	basic	0.4	['attention maxpool final_state meanpool']	True	157	1074	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2945.004000000001	4217	3447	4571	4165	0.6408566721581549	/home/suching/reproducibility/data/sst/test.txt	0.6857660700534952	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	2.7487672080715407e-06	adam	10	+accuracy	0.6312138728323701	2944.992	340.0	10	4217	2749	4571	4165	0.6691476642538648	0	0.6399082568807339	/home/suching/reproducibility/data/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	0.6662175868238721	10000	6919
8	49	0.6295871559633027	0.6681420845644814	2-class	False	elmo_characters	True	single_id	sst_tokens	elmo frozen	49	True	64	basic	0.4	['maxpool']	True	192	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2928.84	3889	2873	3951	4837	0.6194398682042833	/home/suching/reproducibility/data/sst/test.txt	0.6700021830098383	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	1.9767374276283167e-06	adam	10	+accuracy	0.5997109826589595	2928.84	1528.0	49	3889	0	0	0	0.6717024992365356	0	0.6295871559633027	/home/suching/reproducibility/data/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	0.6681420845644814	10000	6919
9	9	0.8876146788990825	0.7796800243003028	2-class	False	elmo_characters	True	single_id	sst_tokens	elmo frozen	18	True	64	basic	0.3	['maxpool final_state']	True	137	1074	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2927.9240000000004	4855	2749	5209	4803	0.8901702361339923	/home/suching/reproducibility/data/sst/test.txt	0.6407974995672703	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.002007707467550849	adam	10	+accuracy	1.0	2927.9240000000004	594.0	18	4855	2749	4889	2581	0.00010697897352756708	0	0.8841743119266054	/home/suching/reproducibility/data/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	0.8267809152603149	10000	6919
10	31	0.8360091743119266	0.3822232846702848	2-class	False	elmo_characters	True	single_id	sst_tokens	elmo frozen	40	True	64	basic	0.0	['maxpool final_state attention']	True	341	1074	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2974.54	4781	3007	5231	4783	0.8561230093355301	/home/suching/reproducibility/data/sst/test.txt	0.3559088049263789	/home/suching/reproducibility/data/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	8.544279084072263e-06	adam	10	+accuracy	0.8562138728323699	2974.532	1345.0	40	2705	3007	2759	4783	0.35020119895082	0	0.8337155963302753	/home/suching/reproducibility/data/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	0.382250651717186	10000	6919
