	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	iterator.batch_size	iterator.type	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
82	12	0.3851044504995459	1.6373746461338468	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	21	64	basic	0.4		attention		True		491.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2564.756	1419	1173	1237	1169	821	1087	853	1335	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.01623117633701553	adam	10	+accuracy	0.7469569288389513	2564.756	185.0	21	1419	1173	0	1169	715	1025	853	715	0.6394655475420739	0	0.371480472297911	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.077443155977461
83	4	0.4014532243415077	2.098811970816718	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	13	64	basic	0.1					50.0			[1, 2, 3, 4, 5, 6, 7]	139		86.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2536.828	647	595	689	753	715	631	689	719	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0013314920924324975	adam	10	+accuracy	0.9998829588014981	2536.748	56.0	13	0	0	689	753	715	631	399	693	0.008545005429925314	0	0.3851044504995459	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.93349466058943
84	19	0.371480472297911	1.4494606918758817	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	28	64	basic	0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2533.308	573	573	573	573	573	573	573	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.000583185339900745	adam	10	+accuracy	0.41245318352059923	2533.308	106.0	28	0	573	571	573	571	573	571	573	1.4148713723937076	0	0.371480472297911	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.4482925004429288
85	21	0.3387829246139873	1.4979517194959853	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	30	64	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2533.696	573	573	573	573	573	573	573	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0003204808874512672	adam	10	+accuracy	0.3684456928838951	2533.696	116.00000000000001	30	573	573	357	0	573	571	0	573	1.479394918057456	0	0.3387829246139873	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.497501744164361
86	24	0.39872842870118075	1.4036721189816792	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	33	64	basic	0.3					50.0			[1, 2, 3, 4, 5]	405		290.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2540.192	691	697	745	661	711	699	655	647	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00018283221984791558	adam	10	+accuracy	0.7965823970037453	2540.192	136.0	33	691	621	745	603	135	0	655	647	0.7140033534213678	0	0.39509536784741145	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.4017583065562778
87	6	0.20345140781108084	1.6153453124894037	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	15	64	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2533.756	573	573	573	571	573	571	571	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	2.1122867930889706e-06	adam	10	+accuracy	0.1858614232209738	2533.74	64.0	15	467	573	0	571	573	571	571	573	1.6209345940333695	0	0.20345140781108084	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6143253842989604
88	1	0.3941871026339691	1.4295316404766507	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	10	64	basic	0.3					50.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	155		158.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2536.84	649	745	665	713	705	587	695	719	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.005820355314709732	adam	10	+accuracy	0.9967228464419475	2536.84	46.0	10	649	705	665	713	667	587	695	667	0.011680420793926538	0	0.38056312443233425	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	7.865638468000624
89	0	0.41689373297002724	1.3238775663905673	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2534.08	573	573	571	573	571	573	571	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.021168926936439708	adam	10	+accuracy	0.9763576779026217	2534.08	41.0	9	10	573	571	573	571	573	571	573	0.07724379557671386	0	0.3442325158946412	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.635190592871772
90	4	0.31607629427792916	1.568144334687127	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	13	64	basic	0.4		meanpool		True		92.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2538.028	737	733	1113	757	777	725	661	825	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.17640591340233e-05	adam	10	+accuracy	0.29084737827715357	2538.028	89.0	13	659	733	1113	757	451	725	661	825	1.5651604364167397	0	0.2779291553133515	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.565965625974867
91	7	0.3605812897366031	6.292403340339661	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	16	64	basic	0.2					50.0			[1, 2, 3, 4, 5, 6, 7, 8]	395		145.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2539.076	691	651	635	705	655	645	715	677	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.013691154909087557	adam	10	+accuracy	0.9980102996254682	2539.076	72.0	16	691	651	597	705	10	645	693	619	0.0092243712617835	0	0.3505903723887375	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	8.952671633826363
92	21	0.29336966394187103	1.5673763751983643	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	30	64	basic	0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2533.828	573	573	573	573	573	573	573	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	5.438565984424333e-05	adam	10	+accuracy	0.29646535580524347	2533.828	119.00000000000001	30	571	573	573	573	573	573	10	479	1.564310280244742	0	0.29336966394187103	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5672429203987122
93	12	0.28792007266121705	1.5976286464267306	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	21	64	basic	0.0												linear					bag_of_word_counts	classifier	2530.16	569	569	569	567	569	569	569	569	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	7.175215084166622e-06	adam	10	+accuracy	0.31788389513108617	2530.16	1581.0	21	569	567	569	567	569	569	0	569	1.5939070867068732	0	0.28792007266121705	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.597105085849762
94	3	0.4150772025431426	1.3286593159039815	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	12	64	basic	0.0		attention		True		100.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2536.336	737	823	611	783	841	915	929	771	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0011424046387263828	adam	10	+accuracy	0.863061797752809	2536.336	63.00000000000001	12	731	823	611	759	841	879	929	771	0.42011622528531656	0	0.3860127157129882	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.314007971021864
95	4	0.4141689373297003	1.3393286400371127	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	13	64	basic	0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2536.232	573	573	573	0	573	0	573	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.001994256424932743	adam	10	+accuracy	0.6604634831460674	2536.212	52.0	13	573	0	0	0	0	0	573	573	0.9425327880169029	0	0.40054495912806537	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.3173500431908503
96	15	0.3996366939146231	1.3595880534913805	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	24	64	basic	0.1		attention		True		76.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2538.304	973	1235	643	681	687	1403	645	801	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00012117275578204133	adam	10	+accuracy	0.43504213483146065	2538.304	162.0	24	0	0	0	681	687	911	0	0	1.3007505865239386	0	0.3978201634877384	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.3595704171392653
97	11	0.39872842870118075	1.3830454150835674	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	20	64	basic	0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2539.864	573	573	573	573	573	573	573	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.001125377974066386	adam	10	+accuracy	0.46676029962546817	2539.864	79.0	20	571	571	573	571	573	573	573	573	1.2985095328359462	0	0.39509536784741145	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.3737067381540935
98	1	0.30517711171662126	1.5710685782962375	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	10	64	basic	0.4		meanpool		True		360.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2566.812	771	1239	725	755	659	921	949	961	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.1328828318128091e-05	adam	10	+accuracy	0.30723314606741575	2566.812	54.0	10	725	1239	725	755	149	921	949	717	1.5553829020528651	0	0.298819255222525	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5556011729770236
99	15	0.29064486830154407	1.5649274190266926	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	24	64	basic	0.4					50.0			[1, 2, 3, 4, 5, 6, 7]	337		110.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2537.312	723	667	709	741	697	701	707	661	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.7139949481567014e-06	adam	10	+accuracy	0.28323970037453183	2537.312	106.0	24	10	667	709	10	697	701	707	661	1.5657337770533206	0	0.29064486830154407	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5646907952096727
100	0	0.407811080835604	1.3231317268477545	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2535.672	573	573	571	571	573	571	573	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.022082283868141216	adam	10	+accuracy	0.9937968164794008	2535.672	39.0	9	573	573	571	571	573	571	573	573	0.025150054162229176	0	0.34514078110808355	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.962767826186286
101	3	0.27974568574023617	1.5799740685356989	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	12	64	basic	0.2		meanpool		True		397.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2544.644	771	1239	1163	755	659	921	949	961	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	2.889193909478676e-06	adam	10	+accuracy	0.28874063670411987	2544.644	68.0	12	725	1239	725	755	10	921	949	717	1.5700092386843554	0	0.27157129881925524	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.570708500014411
102	0	0.3860127157129882	1.4339186284277174	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.4												linear					bag_of_word_counts	classifier	2531.632	569	569	569	569	567	569	569	569	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.011622641465808827	adam	10	+accuracy	0.8216292134831461	2531.624	717.0	9	569	569	18	569	567	569	569	569	0.49527718838471085	0	0.3678474114441417	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.66161890162362
103	1	0.4150772025431426	1.3395782113075256	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	10	64	basic	0.1		meanpool		True		84.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2537.392	659	733	1113	757	777	725	661	825	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.007365627862631277	adam	10	+accuracy	0.9866573033707865	2537.392	67.0	10	659	733	1113	757	539	725	661	825	0.04256910274722683	0	0.37420526793823794	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.8695165448718605
104	9	0.25522252497729336	1.604901287290785	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	18	64	basic	0.4												linear					bag_of_word_counts	classifier	2529.688	569	569	569	569	567	569	569	569	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	3.2804950897490664e-06	adam	10	+accuracy	0.24859550561797752	2529.688	1365.0	18	569	569	569	569	567	569	569	569	1.6043558183001048	0	0.25158946412352406	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6044397287898593
105	24	0.3823796548592189	1.4062065018547907	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	33	64	basic	0.3			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2533.504	573	573	571	571	573	573	573	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0008686234616489695	adam	10	+accuracy	0.44417134831460675	2533.5	117.00000000000001	33	573	381	571	571	10	571	573	10	1.3374682896172823	0	0.3814713896457766	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.4058378868632846
106	21	0.24069028156221617	1.608007702562544	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	30	64	basic	0.2												linear					bag_of_word_counts	classifier	2529.464	569	569	569	569	569	569	569	569	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.7102157622463542e-06	adam	10	+accuracy	0.2324438202247191	2529.464	2217.0	30	567	569	569	569	569	567	569	569	1.6070781937286036	0	0.24069028156221617	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6079773637983534
107	9	0.3978201634877384	1.3951790465248957	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	18	64	basic	0.2												linear					bag_of_word_counts	classifier	2529.544	569	569	569	569	569	569	569	569	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0032090625454526626	adam	10	+accuracy	0.8547518726591761	2529.544	1358.0	18	569	569	567	569	569	569	569	569	0.6786000225970994	0	0.39146230699364215	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.3983225756221347
108	14	0.3069936421435059	1.5913500256008573	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	23	64	basic	0.0												linear					bag_of_word_counts	classifier	2531.18	569	567	567	569	569	569	569	569	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.0779682855105014e-05	adam	10	+accuracy	0.3514747191011236	2531.18	1723.0	23	567	567	567	567	569	569	569	569	1.5856455964828604	0	0.3060853769300636	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.590883023209042
109	1	0.39146230699364215	1.3977215356296964	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	10	64	basic	0.1												linear					bag_of_word_counts	classifier	2530.608	1122	1118	569	569	567	567	569	569	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.004730717571547449	adam	10	+accuracy	0.927434456928839	2530.608	754.0	10	569	569	569	569	567	567	569	569	0.399642041814861	0	0.3723887375113533	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5318419602182176
110	21	0.4259763851044505	1.3188917107052274	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	30	64	basic	0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2533.648	571	573	573	573	573	573	571	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0015211534984306213	adam	10	+accuracy	0.5972612359550562	2533.648	117.00000000000001	30	0	573	573	573	573	573	0	573	1.0678291498725094	0	0.42415985467756584	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.3184969756338332
111	16	0.298819255222525	1.5512569414244757	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	25	64	basic	0.1		attention		True		391.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2568.372	803	1121	1163	781	783	921	949	961	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	4.712860876983826e-06	adam	10	+accuracy	0.3202247191011236	2568.372	189.0	25	771	1121	1163	773	649	921	949	961	1.5506254932773647	0	0.298819255222525	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5501176185078092
112	8	0.3578564940962761	1.435601532459259	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	17	64	basic	0.1		meanpool		True		227.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2544.62	767	823	783	783	841	933	929	805	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	2.0698326509434e-05	adam	10	+accuracy	0.3711376404494382	2544.612	111.0	17	731	0	10	783	841	915	929	805	1.4396558341695302	0	0.3496821071752952	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.4282807442877028
113	7	0.39872842870118075	1.3529176910718281	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	16	64	basic	0.0		attention		True		493.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2571.412	1483	1173	1237	1169	821	1149	853	1335	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00010073203682778789	adam	10	+accuracy	0.4602059925093633	2571.4	143.0	16	1419	1173	389	1169	767	1149	853	715	1.2534804308592384	0	0.3923705722070845	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.3569915095965068
114	4	0.40962761126248864	2.429639803038703	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	13	64	basic	0.3		maxpool		True		266.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2554.444	937	1205	783	877	989	933	929	1421	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.006534249736745919	adam	10	+accuracy	0.9996488764044944	2554.444	86.0	13	0	1205	783	847	989	933	929	663	0.0031691815203695154	0	0.3996366939146231	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.982987403869629
115	18	0.37057220708446864	1.4636031654145982	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	27	64	basic	0.0					50.0			[1, 2, 3, 4, 5, 6]	480		500.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2538.456	657	621	679	701	663	695	707	719	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.0764777119968037e-05	adam	10	+accuracy	0.38939606741573035	2538.456	119.00000000000001	27	657	595	679	701	663	10	675	719	1.4431361369232634	0	0.36330608537693004	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.4631060229407415
116	0	0.3832879200726612	1.4048347142007616	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2533.644	573	573	571	571	573	573	573	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.09874404261611835	adam	10	+accuracy	0.9636001872659176	2533.644	36.0	9	573	573	571	571	573	571	573	573	0.1333330505902865	0	0.3469573115349682	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6.8716516097386675
117	0	0.4232515894641235	1.3131079739994473	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.3			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2533.332	573	573	573	573	573	571	571	571	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.020528929192838503	adam	10	+accuracy	0.9874765917602997	2533.332	34.0	9	573	573	573	321	573	571	267	571	0.047227924647949525	0	0.35149863760217986	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.7373884982532926
118	0	0.24795640326975477	1.6588257153828938	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2534.296	573	573	571	571	573	573	571	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.3087186917736526e-06	adam	10	+accuracy	0.24988295880149813	2534.28	45.0	9	573	573	571	571	573	573	571	573	1.64203159044038	0	0.2452316076294278	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6544499397277832
119	5	0.3424159854677566	1.5286908745765686	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	14	64	basic	0.0					50.0			[1, 2, 3, 4, 5, 6]	179		220.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2537.148	645	745	723	709	705	641	689	719	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.2474291381892808e-05	adam	10	+accuracy	0.36528558052434457	2537.148	61.00000000000001	14	0	745	663	709	705	641	689	719	1.4961949729207735	0	0.3405994550408719	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.508855250146654
