Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	iterator.batch_size	iterator.type	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
75	0	0.4277929155313352	1.302480810029166	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2		meanpool		True		269.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2548.376	561	561	561	677	561	561	651	729	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0095	adam	5	+accuracy	0.9544709737827716	2548.376	00:00:38	4	561	561	561	677	561	561	643	729	0.13072915774271282	0	0.3869209809264305	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.374633015905108
76	11	0.2670299727520436	42825.571549333836	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	15	32	basic	0.3					50.0			[1, 2, 3, 4, 5, 6, 7]	406.0		140.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2548.584	645	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0833	adam	5	+accuracy	0.3281835205992509	2548.58	00:01:20	15	645	561	561	561	561	561	561	561	6843.084532035424	0	0.2579473206176203	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	192493.4529575893
77	3	0.25885558583106266	2.493592286109924	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.1		maxpool		True		283.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2563.672	561	561	561	703	561	561	643	729	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0953	adam	5	+accuracy	0.2333801498127341	2563.6679999999997	00:01:14	7	561	561	561	665	561	561	643	729	2.409114057205143	0	0.20799273387829245	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.8596584762845723
78	0	0.2379654859218892	170.67435324532644	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2					50.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	170.0		258.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2587.576	561	561	561	607	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0741	adam	5	+accuracy	0.24344569288389514	2587.576	00:00:27	4	561	561	561	607	561	561	561	561	1312.1229239456666	0	0.21071752951861944	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1498.9401851109094
79	9	0.2615803814713896	2759.872122846331	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	13	32	basic	0.2					50.0			[1, 2, 3, 4, 5]	247.0		65.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2547.728	617	561	561	723	561	893	623	749	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0582	adam	5	+accuracy	0.2955290262172285	2547.724	00:01:05	13	617	561	561	723	561	855	623	749	14.570654438229534	0	0.2561307901907357	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3685.957664544241
80	2	0.4250681198910082	1.3854949542454311	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.1		meanpool		True		483.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2575.312	561	1029	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0013	adam	5	+accuracy	0.8709035580524345	2575.228	00:01:19	6	561	1029	561	561	561	561	561	561	0.33989203595713285	0	0.40054495912806537	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.7504992791584564
81	0	0.3760217983651226	1.544306642668588	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3												linear					bag_of_word_counts	classifier	2539.728	561	571	921	633	561	561	561	715	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0239	adam	5	+accuracy	0.8225655430711609	2539.724	00:03:48	4	561	561	649	633	561	561	561	701	0.4685973045642903	0	0.3633060853769301	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.9788478919437955
82	1	0.3642143505903724	1.7071122748511178	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.78	561	571	561	675	561	571	607	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0679	adam	5	+accuracy	0.9488529962546816	2543.78	00:00:24	5	561	571	561	675	561	571	607	561	0.17222434974341802	0	0.34877384196185285	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.387848462377276
83	1	0.3578564940962761	1.5330907004220145	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.2		attention		True		306.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2550.828	561	561	561	561	561	561	1035	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0362	adam	5	+accuracy	0.2663857677902622	2550.828	00:00:42	5	561	561	561	561	561	561	1035	673	2.935818517699224	0	0.259763851044505	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.2654780285699028
84	1	0.4214350590372389	1.3014778648103986	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.172	569	1119	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.005	adam	5	+accuracy	0.9488529962546816	2543.172	00:00:17	5	569	1119	561	561	561	561	561	561	0.2326262198416481	0	0.34877384196185285	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.903946454184396
85	0	0.3969118982742961	1.3143213135855538	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.86	569	561	561	749	601	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0283	adam	5	+accuracy	0.9730805243445692	2543.86	00:00:15	4	569	561	561	729	129	561	561	561	0.08859293528375553	0	0.3587647593097185	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.5722665343965803
86	11	0.3978201634877384	1.3948240075792586	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	15	32	basic	0.1												linear					bag_of_word_counts	classifier	2547.1679999999997	617	561	561	749	671	695	775	669	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0006	adam	5	+accuracy	0.8283005617977528	2547.1679999999997	00:12:55	15	561	561	561	561	671	691	561	669	0.8168749054719446	0	0.3832879200726612	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.3898611443383353
87	5	0.2997275204359673	23.86195423943656	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.4					50.0			[1, 2, 3, 4, 5, 6]	508.0		364.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2569.56	673	759	677	561	561	561	1093	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0134	adam	5	+accuracy	0.4562265917602996	2569.56	00:00:51	9	673	759	661	561	561	561	1093	561	13.204856225613794	0	0.26975476839237056	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	127.0157991136823
88	1	0.3860127157129882	1.4181275435856409	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.4												linear					bag_of_word_counts	classifier	2539.896	561	571	561	691	561	611	721	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0041	adam	5	+accuracy	0.7572565543071161	2539.896	00:04:44	5	561	561	561	571	561	561	561	561	0.7744881460505925	0	0.3787465940054496	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.4262129647391184
89	0	0.2452316076294278	39.05098430088588	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3					50.0			[1, 2, 3, 4, 5, 6]	142.0		228.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2546.72	937	695	561	561	561	589	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0552	adam	5	+accuracy	0.2359550561797753	2546.712	00:00:24	4	937	695	561	561	561	589	561	561	599.586740790235	0	0.17166212534059944	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	526.9352168491909
90	4	0.34877384196185285	4.707327542986189	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.4												linear					bag_of_word_counts	classifier	2539.6679999999997	561	607	661	617	561	667	561	651	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0899	adam	5	+accuracy	0.7474250936329588	2539.6679999999997	00:08:37	8	561	561	561	561	561	467	561	561	1.3273734511172728	0	0.3387829246139873	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.783004352024625
91	0	0.40599455040871935	1.3488139731543405	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2544.972	561	569	617	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0593	adam	5	+accuracy	0.9554073033707864	2544.972	00:00:13	4	561	569	0	561	561	561	561	561	0.14985982691415686	0	0.3206176203451408	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.9721575464521135
92	0	0.3878292461398729	1.4341923713684082	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3												linear					bag_of_word_counts	classifier	2540.224	561	561	673	561	561	615	1001	743	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0105	adam	5	+accuracy	0.8197565543071161	2540.224	00:04:21	4	561	561	561	561	561	561	1001	743	0.5497373517756159	0	0.3642143505903724	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5975988796779088
93	6	0.36239782016348776	3.1685426167079376	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.2												linear					bag_of_word_counts	classifier	2545.208	717	561	561	703	561	667	643	729	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0466	adam	5	+accuracy	0.8844803370786517	2545.208	00:09:46	10	561	561	561	665	561	561	643	729	0.31961989419513875	0	0.34150772025431425	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.9336722305842806
94	6	0.3642143505903724	3.1602592945098875	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.2												linear					bag_of_word_counts	classifier	2539.716	569	1167	561	561	561	561	561	635	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0472	adam	5	+accuracy	0.889630149812734	2539.716	00:11:20	10	569	1119	561	561	561	561	561	561	0.3251074704198578	0	0.3524069028156221	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.833020346505301
95	11	0.2661217075386013	72556.48162318638	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	15	32	basic	0.0					50.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	481.0		366.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2552.236	657	691	779	569	717	703	621	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.087	adam	5	+accuracy	0.3596676029962547	2552.236	00:02:04	15	657	663	561	561	717	569	0	673	1.9245994640200328	0	0.19255222524977292	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	68056.95510602678
96	0	0.2815622161671208	2.0327587366104125	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.4					50.0			[1, 2, 3, 4, 5]	357.0		301.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2549.124	695	643	561	561	593	635	561	599	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0141	adam	5	+accuracy	0.34445224719101125	2549.116	00:00:24	4	695	419	561	561	593	635	561	599	6.838240456491821	0	0.2470481380563125	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	11.87929767199925
97	0	0.4069028156221617	1.3094432524272377	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3		meanpool		True		85.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2586.712	693	561	561	585	587	901	1149	625	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0295	adam	5	+accuracy	0.8868211610486891	2586.712	00:00:40	4	693	561	561	585	587	901	1149	625	0.305135016556313	0	0.37057220708446864	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.725084086826869
98	0	0.259763851044505	2.2235062462942943	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0					50.0			[1, 2, 3, 4, 5, 6, 7]	249.0		284.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2547.76	561	561	561	691	561	633	775	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0319	adam	5	+accuracy	0.2525749063670412	2547.756	00:00:25	4	561	561	561	691	561	633	751	561	101.50437171539564	0	0.22252497729336967	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	75.49750202723912
99	1	0.368755676657584	1.8251973424639019	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2542.7	561	561	561	585	561	569	641	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0757	adam	5	+accuracy	0.9520131086142322	2542.688	00:00:20	5	561	561	561	585	561	569	641	561	0.15501197193110927	0	0.3524069028156221	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.978719118663243
100	0	0.3732970027247957	1.4076574121202743	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.388	693	561	561	585	571	901	1107	571	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0709	adam	5	+accuracy	0.8582631086142322	2543.388	00:00:23	4	693	561	561	585	571	901	1107	571	0.4436509891897998	0	0.3569482288828338	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.9926602125167845
101	2	0.3723887375113533	2.1343225308826987	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.604	561	561	561	561	561	571	561	585	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0968	adam	5	+accuracy	0.8678604868913857	2543.596	00:00:20	6	561	561	561	561	561	571	561	585	0.5295479928565382	0	0.34877384196185285	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.178071369443621
102	4	0.3678474114441417	2.286281262125288	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.2												linear					bag_of_word_counts	classifier	2543.244	561	659	561	561	671	701	561	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0322	adam	5	+accuracy	0.8934925093632958	2543.24	00:07:11	8	561	561	561	561	561	561	561	571	0.28818228501784665	0	0.3378746594005449	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.910080821173532
103	1	0.3978201634877384	1.4646743757384164	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3					50.0			[1, 2, 3, 4, 5, 6, 7, 8]	194.0		164.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2547.64	561	571	561	617	561	561	561	639	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0026	adam	5	+accuracy	0.9379681647940076	2547.636	00:00:32	5	561	333	18	617	561	561	561	489	0.17976644519395596	0	0.3369663941871026	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.747907338823591
104	0	0.2606721162579473	1.9425243071147371	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.4		attention		True		415.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2579.548	1011	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0751	adam	5	+accuracy	0.2679073033707865	2579.484	00:00:52	4	1011	561	561	561	561	561	561	561	2.1383582090170643	0	0.2524977293369664	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.011779478618077
105	0	0.3732970027247957	1.4023156779153003	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.728	561	561	569	1029	561	561	571	621	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0674	adam	5	+accuracy	0.9494382022471909	2543.728	00:00:18	4	561	561	569	1029	561	561	0	621	0.16121370027239404	0	0.3433242506811989	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.987677226747785
106	0	0.3841961852861036	1.4319324697766984	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.4					50.0			[1, 2, 3, 4, 5, 6]	281.0		104.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2547.8720000000003	561	571	561	561	561	561	561	637	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0119	adam	5	+accuracy	0.5323033707865169	2547.864	00:00:23	4	561	571	561	561	561	561	561	637	2.444132672490252	0	0.3242506811989101	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.9270999704088485
107	3	0.3496821071752952	3.419229282651629	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.0												linear					bag_of_word_counts	classifier	2539.728	937	695	761	561	561	663	623	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0764	adam	5	+accuracy	0.9936797752808988	2539.724	00:05:45	7	10	561	391	561	561	561	561	561	0.031576888991540736	0	0.34877384196185285	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.9132420880453926
108	1	0.4223433242506812	1.3613651224545071	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.2		maxpool		True		483.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2558.056	561	561	561	691	561	633	775	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0063	adam	5	+accuracy	0.9767088014981272	2557.964	00:00:47	5	561	561	561	691	561	571	775	601	0.07405673831784992	0	0.3841961852861036	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.961652823856898
109	4	0.3469573115349682	4.258591903959002	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.4												linear					bag_of_word_counts	classifier	2540.244	561	561	619	583	609	583	721	791	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.077	adam	5	+accuracy	0.7581928838951311	2540.244	00:07:42	8	561	561	561	561	609	561	561	561	1.091690190666624	0	0.33605812897366033	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.279449081420898
110	0	0.2688465031789282	2.588000747135707	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2					50.0			[1, 2, 3, 4, 5, 6]	174.0		398.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2547.74	603	561	561	647	601	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0198	adam	5	+accuracy	0.25936329588014984	2547.72	00:00:23	4	401	561	561	18	601	561	561	561	17.596818033229102	0	0.2452316076294278	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	13.807131603785924
111	9	0.2661217075386013	2.1187069041388376	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	13	32	basic	0.0		final_state		True		148.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2548.004	561	571	561	691	561	611	607	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0756	adam	5	+accuracy	0.2734082397003745	2548.004	00:01:39	13	561	561	561	685	561	10	607	561	2.0250232081288257	0	0.2415985467756585	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.1732383898326333
112	11	0.27157129881925524	2246.5187009538918	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	15	32	basic	0.1					50.0			[1, 2, 3, 4, 5, 6, 7]	503.0		498.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2550.436	693	561	561	629	587	901	1149	625	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0345	adam	5	+accuracy	0.33029026217228463	2550.4320000000002	00:01:36	15	693	561	561	25	587	571	275	625	197.47612007235767	0	0.22615803814713895	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6697.953698730469
113	3	0.39509536784741145	1.3954537527901785	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.0												linear					bag_of_word_counts	classifier	2541.896	937	715	761	561	561	663	623	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0016	adam	5	+accuracy	0.8670411985018727	2541.896	00:05:57	7	667	561	761	561	561	561	561	561	0.7115615804990133	0	0.3742052679382379	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.3979776995522637
114	1	0.3860127157129882	1.593060030255999	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.16	561	561	561	561	561	561	1035	571	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0914	adam	5	+accuracy	0.8565074906367042	2543.156	00:00:17	5	561	561	561	561	561	561	1035	571	0.5282855546485619	0	0.3651226158038147	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.912726361410959
115	11	0.3678474114441417	5.57676683153425	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	15	32	basic	0.2												linear					bag_of_word_counts	classifier	2540.408	717	561	663	703	561	667	643	729	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0723	adam	5	+accuracy	0.8925561797752809	2540.408	00:14:40	15	561	561	561	665	561	561	643	729	0.4194472642120127	0	0.3524069028156221	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6.504684489113943
