Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	iterator.batch_size	iterator.type	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
145	8	0.7958715596330275	0.7202372359377998	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	17	64	basic	0.3					50.0			[1, 2, 3, 4, 5, 6, 7, 8]	352.0		389.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2527.972	745	619	733	711	689	721	663	657	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0005295858773597282	adam	10	+accuracy	1.0	2527.972	66.0	17	689	619	733	711	689	721	185	647	0.0018296356765775503	0	0.7901376146788991	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.779552515063967
146	7	0.7947247706422018	0.4668734180075781	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	16	64	basic	0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2524.2039999999997	573	573	573	573	573	573	573	571	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0013095985242005056	adam	10	+accuracy	0.8523121387283237	2524.2039999999997	51.0	16	573	573	573	10	573	573	553	571	0.3636076499562745	0	0.7924311926605505	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.4476632411990847
147	15	0.7809633027522935	0.4869286652122225	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	24	64	basic	0.0		meanpool		True		111.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2526.844	809	767	819	643	827	825	939	1131	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0002133852924056456	adam	10	+accuracy	0.8488439306358382	2526.844	97.0	24	809	739	721	643	827	791	901	921	0.3531470032186683	0	0.7798165137614679	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.487052457673209
148	16	0.7224770642201835	0.6494715256350381	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	25	64	basic	0.2												linear					bag_of_word_counts	classifier	2519.76	563	563	563	563	563	563	561	563	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00010118749739818552	adam	10	+accuracy	0.7615606936416185	2519.76	1510.0	25	563	563	563	561	563	563	561	563	0.6338442864768002	0	0.7224770642201835	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6487376434462411
149	7	0.7786697247706422	2.2302961349487305	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	16	64	basic	0.2					50.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	299.0		123.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2527.74	713	595	653	659	691	653	731	647	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.011902950782159655	adam	10	+accuracy	1.0	2527.74	63.00000000000001	16	191	0	653	659	691	653	731	0	9.461672797183924e-05	0	0.7740825688073395	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.2729602541242326
150	2	0.8061926605504587	0.42609978786536623	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	11	64	basic	0.3			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2523.876	573	571	573	573	571	573	571	571	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.004827768113045864	adam	10	+accuracy	0.980057803468208	2523.792	37.0	11	571	10	573	573	571	573	247	10	0.07660604015402837	0	0.7970183486238532	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.5184383456196103
151	4	0.7901376146788991	0.48724607697555	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	13	64	basic	0.1												linear					bag_of_word_counts	classifier	2520.276	563	563	563	563	563	563	563	563	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.015568712729581385	adam	10	+accuracy	0.9890173410404623	2520.276	807.0	13	563	563	563	563	563	563	18	563	0.04927857356880783	0	0.7763761467889908	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6172659035239901
152	15	0.7637614678899083	0.4998227847473962	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	24	64	basic	0.4					50.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	448.0		379.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2531.056	713	699	709	763	691	737	731	647	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	2.7507343216257646e-05	adam	10	+accuracy	0.8398843930635839	2531.056	92.0	24	631	699	697	625	691	517	731	593	0.3830864717927548	0	0.7614678899082569	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.499404775244849
153	11	0.786697247706422	1.4649871162005834	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	20	64	basic	0.0		attention		True		303.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2542.92	837	767	819	953	827	1071	979	1131	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.008850664091422463	adam	10	+accuracy	1.0	2542.92	114.0	20	837	767	795	919	827	1021	979	955	0.00033497924856636503	0	0.7855504587155964	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.7036423172269548
154	7	0.7568807339449541	0.4933037779160908	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	16	64	basic	0.1		meanpool		True		435.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2551.6479999999997	791	1107	1347	1283	651	823	727	997	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	6.521104647361525e-05	adam	10	+accuracy	0.778179190751445	2551.6479999999997	107.0	16	623	625	1347	1283	651	823	685	997	0.463088201273472	0	0.75	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.4950581171682903
155	9	0.7362385321100917	913.3009632655553	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	18	64	basic	0.0					50.0			[1, 2, 3, 4, 5, 6]	455.0		403.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2527.788	707	589	637	667	605	667	647	727	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.07112585712112549	adam	10	+accuracy	0.9939306358381504	2527.788	72.0	18	707	589	637	667	605	667	647	491	0.3332291750937973	0	0.7213302752293578	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	660.3918794904437
156	18	0.5986238532110092	0.687823474407196	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	27	64	basic	0.4												linear					bag_of_word_counts	classifier	2522.984	1108	1108	1106	563	563	563	1106	1106	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.0906850001973006e-05	adam	10	+accuracy	0.6078034682080925	2522.984	1947.0	27	1108	1108	1106	553	553	553	1106	1106	0.6861965087575649	0	0.5986238532110092	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6877632907458714
157	6	0.7821100917431193	0.5297758472817284	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	15	64	basic	0.2												linear					bag_of_word_counts	classifier	2520.404	563	563	561	563	563	563	563	563	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0009171948368688287	adam	10	+accuracy	0.8940751445086705	2520.4	930.0	15	563	563	561	563	563	563	563	563	0.4175327693650482	0	0.7809633027522935	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.5131531144891467
158	13	0.6892201834862385	0.6352592578956059	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	22	64	basic	0.3			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2523.56	573	573	571	573	573	573	573	573	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00022164326289225817	adam	10	+accuracy	0.6695086705202312	2523.56	70.0	22	573	573	571	553	571	573	573	10	0.6339908646881034	0	0.6869266055045872	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6329772131783622
159	0	0.8027522935779816	0.4413159319332668	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2523.712	573	573	573	573	571	573	571	571	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.013429739453142455	adam	10	+accuracy	0.9976878612716764	2523.712	33.0	9	573	573	573	573	571	573	571	571	0.011733246334922422	0	0.7603211009174312	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.0387971592800955
160	11	0.7729357798165137	0.5722669746194567	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	20	64	basic	0.0												linear					bag_of_word_counts	classifier	2519.9	563	561	563	563	563	563	563	563	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0003836657513888912	adam	10	+accuracy	0.8765895953757226	2519.9	1215.0	20	561	561	563	563	563	563	563	561	0.5067837161755343	0	0.7729357798165137	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.5671451560088566
161	5	0.7912844036697247	1.1450371571949551	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	14	64	basic	0.0		final_state		True		286.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.5679999999998	699	915	795	789	791	1271	743	993	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.012347267603270665	adam	10	+accuracy	0.9998554913294798	2543.5679999999998	76.0	14	699	915	795	719	753	1271	10	993	0.0013636993500617664	0	0.7798165137614679	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.476247361728123
162	7	0.7970183486238532	0.7931218040840966	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	16	64	basic	0.0					50.0			[1, 2, 3, 4, 5, 6, 7]	497.0		181.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2525.768	711	659	639	701	677	743	655	673	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.000821201457176776	adam	10	+accuracy	1.0	2525.768	64.0	16	711	659	639	701	387	743	655	673	0.001239626318079616	0	0.7935779816513762	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.8759790871824537
163	10	0.7878440366972477	1.839850698198591	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	19	64	basic	0.4					50.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	117.0		277.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2526.368	707	589	637	667	605	667	647	727	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.009327715230986132	adam	10	+accuracy	1.0	2526.36	79.0	19	707	589	637	10	605	667	647	657	0.00021302287355748884	0	0.7855504587155964	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.935058074338096
164	14	0.6915137614678899	0.6152210363319942	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	23	64	basic	0.3					50.0			[1, 2, 3, 4, 5, 6, 7, 8]	85.0		505.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2527.784	631	699	709	763	733	737	609	679	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.3063888245733009e-05	adam	10	+accuracy	0.6940751445086705	2527.772	83.0	23	621	683	325	763	733	627	609	679	0.6126011473323227	0	0.6857798165137615	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6130232810974121
165	15	0.7591743119266054	0.5989458092621395	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	24	64	basic	0.3												linear					bag_of_word_counts	classifier	2519.676	563	563	563	563	563	563	563	563	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0003045200992011212	adam	10	+accuracy	0.8247109826589596	2519.676	1449.0	24	563	563	561	563	563	563	563	563	0.5587802452778597	0	0.7580275229357798	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.5973366626671383
166	13	0.7889908256880734	1.5374456005437034	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	22	64	basic	0.3					50.0			[1, 2, 3, 4, 5, 6]	483.0		289.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2525.884	645	713	725	647	711	6584	699	731	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.006154949238168565	adam	10	+accuracy	0.9998554913294798	2525.884	72.0	22	10	637	725	639	671	5925	699	731	0.0017272227469387405	0	0.783256880733945	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5773940086364746
167	18	0.6123853211009175	0.6750519360814776	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	27	64	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2523.3320000000003	573	573	573	573	573	571	573	573	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	3.3419284385779526e-05	adam	10	+accuracy	0.611271676300578	2523.328	86.0	27	573	571	571	573	573	10	573	573	0.6766758686905607	0	0.6100917431192661	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6749093532562256
168	17	0.7637614678899083	0.4978811272553035	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	26	64	basic	0.1					50.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	328.0		78.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2527.808	711	665	639	701	677	743	655	673	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	6.270752074309568e-05	adam	10	+accuracy	0.9332369942196532	2527.808	99.0	26	711	665	0	701	677	713	0	649	0.2298162401816167	0	0.7626146788990825	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.5004568525723049
169	7	0.7981651376146789	0.4777043908834458	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	16	64	basic	0.3												linear					bag_of_word_counts	classifier	2523.516	563	563	563	563	563	6504	563	563	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.01146264591942884	adam	10	+accuracy	0.958092485549133	2523.516	1025.0	16	563	563	563	563	563	563	563	563	0.1296971668617441	0	0.7947247706422018	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.4841396915061133
170	17	0.5745412844036697	0.6910810768604279	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	26	64	basic	0.1												linear					bag_of_word_counts	classifier	2520.052	563	563	563	563	563	563	563	563	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	4.147806705320778e-06	adam	10	+accuracy	0.5926300578034682	2520.052	1564.0	26	563	563	561	563	563	563	563	563	0.6898067702940844	0	0.5722477064220184	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6910409927368164
171	0	0.8004587155963303	0.4476381859609059	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.2		maxpool		True		475.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2531.484	887	807	903	653	819	1193	753	1383	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0045163542203583975	adam	10	+accuracy	1.0	2531.484	47.0	9	631	807	903	653	819	1193	753	1383	0.00015438795773261183	0	0.7878440366972477	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.582156011036464
172	7	0.8073394495412844	0.4433406527553286	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	16	64	basic	0.2												linear					bag_of_word_counts	classifier	2522.86	563	563	563	563	563	563	563	563	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.006450546786581581	adam	10	+accuracy	0.9609826589595376	2522.856	982.0	16	563	563	563	563	563	563	563	563	0.1677469989848793	0	0.7947247706422018	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.4452080471175058
173	6	0.7419724770642202	98.67720576695034	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	15	64	basic	0.3					50.0			[1, 2, 3, 4, 5, 6, 7]	159.0		79.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2527.8720000000003	737	637	725	639	711	6584	699	731	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.03474770755014009	adam	10	+accuracy	0.9913294797687862	2527.8720000000003	52.0	15	737	637	725	639	671	6552	193	731	0.014273834692468063	0	0.7236238532110092	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	96.57058252607072
174	24	0.8016055045871558	0.4767329841852188	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	33	64	basic	0.2		meanpool		True		176.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2529.644	887	833	903	701	819	1271	753	1383	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00021545191898518715	adam	10	+accuracy	0.8643063583815029	2529.644	168.0	33	633	833	795	701	731	1157	743	715	0.3172152706789314	0	0.8016055045871558	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.4774586792503085
175	24	0.6869266055045872	0.6348004937171936	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	33	64	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2523.8520000000003	573	573	573	573	573	573	573	573	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0001694131943331557	adam	10	+accuracy	0.6947976878612717	2523.8520000000003	101.0	33	573	573	573	571	573	571	573	10	0.6302341922707514	0	0.6869266055045872	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6346346395356315
176	1	0.7901376146788991	0.473290285893849	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	10	64	basic	0.3		attention		True		353.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2547.6839999999997	961	777	879	1001	683	825	793	1131	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.008970089401829728	adam	10	+accuracy	0.9997109826589596	2547.68	62.00000000000001	10	961	777	789	1001	683	799	793	1131	0.0016797651972519148	0	0.7809633027522935	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6029920237404958
177	3	0.7924311926605505	0.9911319102559772	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	12	64	basic	0.2					50.0			[1, 2, 3, 4, 5, 6, 7, 8]	306.0		154.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2530.156	711	665	639	701	677	713	655	649	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.008149531750181896	adam	10	+accuracy	1.0	2530.076	46.0	12	0	665	0	701	677	713	0	649	8.882754781377425e-05	0	0.7912844036697247	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6821373232773371
178	17	0.6880733944954128	0.6373172104358673	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	26	64	basic	0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2524.6079999999997	573	573	573	573	571	573	573	571	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00018874755209753345	adam	10	+accuracy	0.6903179190751445	2524.604	81.0	26	573	573	573	573	571	10	10	10	0.6370766851880135	0	0.6880733944954128	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6363978002752576
179	19	0.6777522935779816	0.664556303194591	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	28	64	basic	0.4												linear					bag_of_word_counts	classifier	2525.416	563	563	563	563	563	563	563	561	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	7.111305952534187e-05	adam	10	+accuracy	0.7164739884393063	2525.416	1681.0	28	563	563	563	563	563	563	561	561	0.6549463687686745	0	0.6777522935779816	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6643001096589225
180	17	0.6364678899082569	0.6632363029888698	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	26	64	basic	0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2524.42	573	573	573	573	573	571	573	573	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00010706916863571226	adam	10	+accuracy	0.5917630057803468	2524.416	76.0	26	573	571	571	573	573	571	573	573	0.6710022441837766	0	0.6353211009174312	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6627796590328217
181	5	0.8016055045871558	0.4698920356375829	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	14	64	basic	0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2523.876	573	571	571	573	573	573	573	573	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.004684706274359143	adam	10	+accuracy	0.9895953757225432	2523.876	50.0	14	573	571	571	0	0	573	573	573	0.055604596323239684	0	0.7878440366972477	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.5417831518820354
182	6	0.7247706422018348	0.6027136870792934	False	6919	True	single_id	just_spaces	semisupervised_text_classification_json	15	64	basic	0.1					50.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	216.0		421.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2571.16	623	691	609	689	733	657	679	679	/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	7.4807343143249345e-06	adam	10	+accuracy	0.7245664739884393	2571.16	57.0	15	623	691	609	689	653	657	679	0	0.5845432188532768	0	0.7064220183486238	/home/suching/reproducibility/data/sst2/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.5847145361559731
