	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	iterator.batch_size	iterator.type	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
43	1	0.259763851044505	2.150195826802935	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.2		meanpool		True		453.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2522.348	759	719	601	909	611	793	551	1007	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0383	adam	5	+accuracy	0.395	2522.34	00:00:08	5	757	0	289	909	611	793	299	1007	1.354709471975054	0	0.2561307901907357	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.019415661266872
44	6	0.26248864668483196	2413.847589983259	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.2					300.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	209		415.0	cnn	seq2vec	300.0	True	embedding	classifier	2498.112	553	553	553	733	721	553	641	729	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0474	adam	5	+accuracy	0.915	2498.112	00:00:11	10	553	553	361	729	721	553	479	321	60.73146275111607	0	0.254314259763851	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5607.604094587054
45	1	0.25340599455040874	2.446585862977164	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.2		attention		True		201.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2492.888	593	651	799	507	553	659	771	747	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0382	adam	5	+accuracy	0.365	2492.884	00:00:06	5	593	651	799	441	553	659	771	747	1.6869325467518397	0	0.22434150772025432	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.9020588772637503
46	1	0.2851952770208901	2.131785522188459	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.0			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2483.948	687	601	553	451	343	601	713	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0628	adam	5	+accuracy	1.0	2483.948	00:00:04	5	665	601	553	409	301	601	713	553	4.323039736066546e-05	0	0.2670299727520436	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.374750253132412
47	15	0.28701180744777477	2.207086614200047	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	19	32	basic	0.0												linear				bag_of_word_counts	classifier	2494.3	593	553	551	553	551	601	601	631	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.056	adam	5	+accuracy	1.0	2494.3	00:01:35	19	0	0	0	0	551	0	0	0	0.004989418600286756	0	0.28337874659400547	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.2417506320135936
48	1	0.3178928247048138	1.5897218942642213	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3												linear				bag_of_word_counts	classifier	2482.58	551	553	553	613	551	781	1011	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0193	adam	5	+accuracy	0.985	2482.58	00:00:37	5	551	553	481	211	0	531	1011	553	0.25907098182610105	0	0.298819255222525	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6508497442517962
49	3	0.2615803814713896	74.39924267360142	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.1					300.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	119		372.0	cnn	seq2vec	300.0	True	embedding	classifier	2495.888	629	739	553	593	771	553	675	741	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0422	adam	5	+accuracy	0.875	2495.88	00:00:09	7	171	739	553	593	771	0	675	741	11.2224908385958	0	0.23614895549500453	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	332.18665858677457
50	0	0.2688465031789282	1.771079741205488	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0												linear				bag_of_word_counts	classifier	2479.032	593	553	553	613	551	781	971	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0787	adam	5	+accuracy	1.0	2479.016	00:00:32	4	551	553	553	481	551	781	483	553	0.026009459580693926	0	0.23433242506811988	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.312335879462106
51	0	0.27702089009990916	39.68903398513794	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2					300.0			[1, 2, 3, 4, 5, 6, 7, 8]	475		124.0	cnn	seq2vec	300.0	True	embedding	classifier	2499.488	551	553	553	527	551	781	511	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0523	adam	5	+accuracy	0.565	2499.488	00:00:05	4	551	553	553	429	551	781	419	553	77.72456959315709	0	0.23614895549500453	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	485.14710824148995
52	8	0.28792007266121705	5.970572219576154	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	12	32	basic	0.2		meanpool		True		117.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2499.14	553	653	553	739	909	757	741	653	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0174	adam	5	+accuracy	0.93	2499.14	00:00:15	12	553	401	553	491	527	757	377	653	0.19768492451735906	0	0.2561307901907357	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.027104909079416
53	16	0.3106267029972752	312382.17455357144	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	20	32	basic	0.0					300.0			[1, 2, 3, 4, 5, 6]	340		411.0	cnn	seq2vec	300.0	True	embedding	classifier	2497.324	745	601	553	601	659	719	1027	745	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.085	adam	5	+accuracy	0.93	2497.32	00:00:21	20	745	239	553	189	0	579	1027	197	194360.83370535713	0	0.26248864668483196	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	740706.1674107143
54	5	0.26248864668483196	86.61441138131278	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.3					300.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	325		325.0	cnn	seq2vec	300.0	True	embedding	classifier	2496.5	687	553	553	765	601	553	601	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0258	adam	5	+accuracy	0.92	2496.5	00:00:10	9	687	549	553	765	601	553	593	285	7.366526399339948	0	0.20345140781108084	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	239.0252001081194
55	0	0.25522252497729336	7.914471183504377	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3					300.0			[1, 2, 3, 4, 5, 6, 7, 8]	502		486.0	cnn	seq2vec	300.0	True	embedding	classifier	2504.54	433	553	551	909	615	841	553	473	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0232	adam	5	+accuracy	0.615	2504.54	00:00:05	4	369	553	551	181	18	841	553	411	20.363226345607213	0	0.24613987284287012	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	69.34008505684989
56	0	0.2615803814713896	4.593736151286534	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.4		maxpool		True		297.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2496.016	547	553	669	541	531	601	517	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0393	adam	5	+accuracy	0.855	2496.016	00:00:04	4	519	553	669	485	473	0	457	553	0.34753098658152987	0	0.21525885558583105	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.532098388671875
57	0	0.27157129881925524	1.8073488916669573	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0												linear				bag_of_word_counts	classifier	2479.072	743	855	601	551	865	755	593	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0899	adam	5	+accuracy	1.0	2479.068	00:00:20	4	743	855	553	551	601	187	593	235	0.015639311500958035	0	0.26430517711171664	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.4070032596588136
58	1	0.24250681198910082	3.7182803630828856	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.2		final_state		True		280.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2506.58	615	901	653	551	641	767	711	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0777	adam	5	+accuracy	0.29	2506.572	00:00:08	5	615	901	653	551	641	767	711	601	2.2152242490223477	0	0.24159854677565848	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.445976209640503
59	8	0.2652134423251589	43.86400789533343	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	12	32	basic	0.0					300.0			[1, 2, 3, 4, 5, 6, 7]	123		477.0	cnn	seq2vec	300.0	True	embedding	classifier	2494.472	619	593	795	671	705	705	601	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0225	adam	5	+accuracy	0.84	2494.464	00:00:13	12	483	379	0	671	705	571	411	417	53.99146754401071	0	0.24069028156221617	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	337.2939086914063
60	2	0.26248864668483196	2.947015810012817	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.3		maxpool		True		142.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2491.684	673	553	551	1009	601	841	553	821	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.084	adam	5	+accuracy	0.355	2491.68	00:00:08	6	673	553	551	1009	601	209	553	821	1.9596713781356812	0	0.14168937329700274	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.069979453086853
61	0	0.2524977293369664	5.60054337978363	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0		meanpool		True		417.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2515.472	553	651	553	739	909	649	741	565	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0623	adam	5	+accuracy	0.505	2515.472	00:00:07	4	553	651	553	739	909	0	741	475	1.1983936854771204	0	0.22161671207992734	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.150010071481977
62	6	0.3033605812897366	1.6647386448723929	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.3												linear				bag_of_word_counts	classifier	2480.132	553	653	553	739	909	757	741	729	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0223	adam	5	+accuracy	0.99	2480.128	00:00:45	10	553	445	553	443	721	553	641	729	0.11858861999852317	0	0.29064486830154407	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.7212393249784197
63	4	0.2670299727520436	295.31147024972097	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.4					300.0			[1, 2, 3, 4, 5]	222		109.0	cnn	seq2vec	300.0	True	embedding	classifier	2490.164	745	601	553	601	659	593	1027	745	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0817	adam	5	+accuracy	0.78	2490.16	00:00:08	8	745	0	553	601	659	343	1027	745	423.1867681230818	0	0.2561307901907357	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2766.432027762277
64	1	0.27338782924613986	2.3098480122429983	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.4			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2486.108	673	553	551	1009	601	285	553	821	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0856	adam	5	+accuracy	1.0	2486.1	00:00:04	5	673	553	551	1009	601	237	553	821	0.00023636221885681152	0	0.2125340599455041	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6.151275512150356
65	4	0.2633969118982743	2.7413998331342424	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.0		attention		True		228.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2497.756	743	931	553	1097	665	601	601	671	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0715	adam	5	+accuracy	0.495	2497.756	00:00:10	8	743	155	553	219	297	601	183	235	1.2472196987697057	0	0.17075386012715713	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.4750716039112635
66	2	0.2633969118982743	1343.5182765415736	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.1					300.0			[1, 2, 3, 4, 5, 6, 7]	186		510.0	cnn	seq2vec	300.0	True	embedding	classifier	2496.252	601	601	703	593	695	427	641	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0874	adam	5	+accuracy	0.725	2496.24	00:00:07	6	601	0	10	593	695	367	641	553	1009.3849574497768	0	0.21071752951861944	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	20539.679268973214
67	3	0.2924613987284287	1.56603650365557	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.2												linear				bag_of_word_counts	classifier	2480.344	681	601	729	553	865	753	601	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0027	adam	5	+accuracy	0.905	2480.336	00:00:32	7	18	601	601	551	865	749	0	553	1.01447137764522	0	0.28701180744777477	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5599316460745676
68	3	0.26612170753860126	1.8412527901785714	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.1		meanpool		True		121.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2489.708	553	653	553	739	909	649	741	653	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0443	adam	5	+accuracy	0.64	2489.708	00:00:09	7	553	653	553	739	909	373	741	645	0.7627207892281669	0	0.24613987284287012	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.3323199101856775
69	1	0.27338782924613986	276.87709546770367	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1					300.0			[1, 2, 3, 4, 5, 6, 7, 8]	164		396.0	cnn	seq2vec	300.0	True	embedding	classifier	2501.288	681	601	557	553	483	623	593	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0631	adam	5	+accuracy	0.445	2501.288	00:00:05	5	681	557	531	121	415	117	557	553	324.5516684395926	0	0.26430517711171664	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2319.7496058872766
70	3	0.2742960944595822	895.5097368512835	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.1					300.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	286		112.0	cnn	seq2vec	300.0	True	embedding	classifier	2497.884	503	601	601	551	895	755	593	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0666	adam	5	+accuracy	0.735	2497.88	00:00:09	7	441	251	317	551	199	755	369	553	190.1568145751953	0	0.2633969118982743	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	8783.545005580358
71	6	0.2724795640326976	95.92189222063337	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.3					300.0			[1, 2, 3, 4, 5]	130		160.0	cnn	seq2vec	300.0	True	embedding	classifier	2490.272	713	601	553	869	639	553	601	551	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0332	adam	5	+accuracy	0.88	2490.268	00:00:10	10	21	601	553	869	639	553	601	551	50.72586836133684	0	0.24069028156221617	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	484.9961129324777
72	1	0.2742960944595822	2.5227099793297905	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.4			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2484.832	619	593	795	671	553	601	601	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.086	adam	5	+accuracy	1.0	2484.828	00:00:06	5	619	593	789	671	0	601	601	601	2.2006886345999582e-05	0	0.24795640326975477	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.7059361934661865
73	9	0.28973660308810173	284.8227233886719	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	13	32	basic	0.1					300.0			[1, 2, 3, 4, 5, 6, 7, 8]	497		222.0	cnn	seq2vec	300.0	True	embedding	classifier	2500.84	673	553	551	1009	601	841	553	821	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0219	adam	5	+accuracy	0.89	2500.84	00:00:15	13	0	553	551	1009	0	575	553	821	76.66210120064872	0	0.26793823796548594	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3094.3188406808035
74	2	0.2970027247956403	2.135230612754822	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.2			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2483.916	377	699	469	601	553	453	601	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0299	adam	5	+accuracy	1.0	2483.916	00:00:05	6	327	699	429	601	553	407	601	553	0.00011232708181653704	0	0.254314259763851	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.2913166250501362
75	1	0.28701180744777477	1.5916081190109252	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3												linear				bag_of_word_counts	classifier	2481.12	713	737	553	869	771	553	675	551	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0124	adam	5	+accuracy	0.95	2481.12	00:00:25	5	629	421	553	261	413	553	405	209	0.4513296719108309	0	0.2724795640326976	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6024458238056727
76	8	0.2742960944595822	1284.3179757254463	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	12	32	basic	0.2					300.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	119		125.0	cnn	seq2vec	300.0	True	embedding	classifier	2495.208	687	601	553	765	601	601	713	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.079	adam	5	+accuracy	0.815	2495.208	00:00:13	12	687	533	553	765	601	553	557	257	1514.8332148960658	0	0.25158946412352406	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	10081.914195033482
77	0	0.28337874659400547	1.610422795159476	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.4			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2484.04	593	553	551	553	551	453	601	423	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.039	adam	5	+accuracy	1.0	2484.028	00:00:04	4	593	553	551	553	551	399	0	357	0.0002846377236502511	0	0.26975476839237056	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.8107672214508055
78	5	0.25158946412352406	283.6917643955776	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.4					300.0			[1, 2, 3, 4, 5]	126		393.0	cnn	seq2vec	300.0	True	embedding	classifier	2490.844	601	601	703	593	695	601	641	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0388	adam	5	+accuracy	0.865	2490.844	00:00:09	9	601	235	281	593	695	543	641	553	52.37782314845494	0	0.23524069028156222	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1072.059041922433
79	0	0.28973660308810173	1.5965674843106952	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0												linear				bag_of_word_counts	classifier	2480.236	615	901	653	551	641	767	727	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0194	adam	5	+accuracy	0.995	2480.236	00:00:17	4	25	901	653	551	641	0	727	187	0.23693242881979262	0	0.26248864668483196	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6824262584958758
80	4	0.2670299727520436	16508.315569196428	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.0					300.0			[1, 2, 3, 4, 5, 6, 7, 8]	235		330.0	cnn	seq2vec	300.0	True	embedding	classifier	2513.996	529	717	601	909	623	793	551	1007	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0996	adam	5	+accuracy	0.765	2513.996	00:00:08	8	463	717	601	909	397	793	551	1007	8769.856462751117	0	0.21162579473206175	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	68312.65546875
81	1	0.2851952770208901	1.6673081806727819	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2485.964	743	699	687	601	553	593	361	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0303	adam	5	+accuracy	1.0	2485.964	00:00:05	5	743	699	687	233	553	593	309	553	0.0001915480409349714	0	0.2724795640326976	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.1155291863850185
82	5	0.2688465031789282	127.606396484375	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.2					300.0			[1, 2, 3, 4, 5, 6, 7]	253		231.0	cnn	seq2vec	300.0	True	embedding	classifier	2502.116	551	553	551	553	601	761	721	593	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0364	adam	5	+accuracy	0.9	2502.112	00:00:10	9	551	553	551	553	601	0	719	593	20.50442177908761	0	0.24069028156221617	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	916.7369035993304
83	1	0.26975476839237056	2.0724442311695643	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.0			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2484.28	551	553	551	553	549	601	601	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0477	adam	5	+accuracy	1.0	2484.272	00:00:05	5	169	0	551	553	499	601	537	601	1.6276325498308453e-05	0	0.22343324250681199	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.987297950472151
84	6	0.25522252497729336	28950.404854910714	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.3					300.0			[1, 2, 3, 4, 5, 6, 7]	287		427.0	cnn	seq2vec	300.0	True	embedding	classifier	2501.684	593	651	799	601	553	659	771	747	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0745	adam	5	+accuracy	0.895	2501.676	00:00:11	10	0	651	799	557	553	659	771	747	3683.4173562186106	0	0.2506811989100817	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	136337.09464285715
85	2	0.29064486830154407	3.938788264138358	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.0			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2510.64	553	601	729	553	697	623	601	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0985	adam	5	+accuracy	1.0	2510.64	00:00:06	6	25	601	729	553	697	621	601	553	7.150428635733468e-05	0	0.259763851044505	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	7.442669650486537
86	1	0.2851952770208901	1.6189496278762818	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.2			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2483.676	743	889	553	551	263	649	457	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0135	adam	5	+accuracy	1.0	2483.676	00:00:06	5	18	0	553	0	207	649	409	601	0.012725203164986201	0	0.2761126248864669	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.057612408910479
87	3	0.2724795640326976	288.9566659109933	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.2					300.0			[1, 2, 3, 4, 5, 6, 7]	244		422.0	cnn	seq2vec	300.0	True	embedding	classifier	2495.344	553	601	733	553	697	623	601	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0414	adam	5	+accuracy	0.76	2495.344	00:00:08	7	277	601	733	553	697	623	601	553	57.22498539515904	0	0.2561307901907357	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	734.7460457938058
88	0	0.26975476839237056	1.8522047519683837	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.1												linear				bag_of_word_counts	classifier	2480.08	593	553	551	553	551	593	0	631	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0613	adam	5	+accuracy	1.0	2480.08	00:00:37	4	0	553	0	0	551	0	0	0	0.054891497428928106	0	0.24341507720254316	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.1355598177228656
