Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_accuracy3	best_validation_f1-measure-overall	best_validation_loss	best_validation_precision-overall	best_validation_recall-overall	dataset_reader.coding_scheme	dataset_reader.tag_label	dataset_reader.token_indexers.elmo.type	dataset_reader.token_indexers.token_characters.min_padding_length	dataset_reader.token_indexers.token_characters.type	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.type	embedding	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.bidirectional	model.encoder.dropout	model.encoder.hidden_size	model.encoder.input_size	model.encoder.num_layers	model.encoder.type	model.include_start_end_transitions	model.label_encoding	model.regularizer	model.text_field_embedder.token_embedders.elmo.do_layer_norm	model.text_field_embedder.token_embedders.elmo.dropout	model.text_field_embedder.token_embedders.elmo.options_file	model.text_field_embedder.token_embedders.elmo.requires_grad	model.text_field_embedder.token_embedders.elmo.type	model.text_field_embedder.token_embedders.elmo.weight_file	model.text_field_embedder.token_embedders.token_characters.embedding.embedding_dim	model.text_field_embedder.token_embedders.token_characters.encoder.conv_layer_activation	model.text_field_embedder.token_embedders.token_characters.encoder.embedding_dim	model.text_field_embedder.token_embedders.token_characters.encoder.ngram_filter_sizes	model.text_field_embedder.token_embedders.token_characters.encoder.num_filters	model.text_field_embedder.token_embedders.token_characters.encoder.type	model.text_field_embedder.token_embedders.token_characters.type	model.text_field_embedder.token_embedders.tokens.embedding_dim	model.text_field_embedder.token_embedders.tokens.pretrained_file	model.text_field_embedder.token_embedders.tokens.trainable	model.text_field_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	test_accuracy	test_accuracy3	test_data_path	test_f1-measure-overall	test_loss	test_precision-overall	test_recall-overall	train_data_path	trainer.cuda_device	trainer.grad_norm	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_accuracy3	training_cpu_memory_MB	training_duration	training_epochs	training_f1-measure-overall	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_precision-overall	training_recall-overall	training_start_epoch	validation_accuracy	validation_accuracy3	validation_data_path	validation_f1-measure-overall	validation_loss	validation_precision-overall	validation_recall-overall	dataset_reader.sample
16	21	0.9767532416961956	0.979848915540672	0.8852376137512139	89.01062481076109	0.8864326695916301	0.8840457758330529	BIOUL	ner		3	characters	True	single_id	conll2003	glove	45	True	64	basic	0.05861012143276356	True	0.2630057443016209	398	218	3	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.8629774245935932', 'type': 'l2'}]]							60	relu	60	[1, 2, 3, 4]	42	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2699.552	2475	0	0	0					0.9665338645418328	0.9704963928071498	s3://suching-dev/ner-2003/test.txt	0.8440528634360734	102.4348867557667	0.8400561206594177	0.8480878186968839	s3://suching-dev/ner-2003/train.txt	0	5.199269264528389	0.5	2	reduce_on_plateau	75	1	9.527506531779737e-05	adam	25	+f1-measure-overall	0.9762254384370964	0.9790444011177628	2699.552	4342.0	45	0.8794614233810145	2475	0	0	0					79.27290341637352	0.8833884333004165	0.8755691731563046	0	0.9765196059343484	0.97945952260426	s3://suching-dev/ner-2003/dev.txt	0.8840188806472866	88.27903169744154	0.8855116514690983	0.8825311342982161	full
45	1	0.6661539659670573	0.6798216580351233	0.02192521399604609	2489.700900208716	0.019793926247288502	0.024570851565129587	BIOUL	ner		3	characters	True	single_id	conll2003	glove	25	True	64	basic	0.2371398474763153	True	0.1404691827045182	225	114	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0010134763298268413', 'type': 'l2'}]]							47	relu	47	[1, 2, 3, 4]	16	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2652.24	1873	0	0	0					0.6400344567675245	0.6586411112307526	s3://suching-dev/ner-2003/test.txt	0.02050818065289538	2137.324332908348	0.017859487852921862	0.024079320113314446	s3://suching-dev/ner-2003/train.txt	0	9.623286959036488	0.5	2	reduce_on_plateau	75	1	5.132808580168741e-06	adam	25	+f1-measure-overall	0.8327186292180079	0.8571218096365306	2652.24	2208.0	25	8.492208398750044e-05	1873	0	0	0					731.1375248302112	0.0192307692307692	4.255500234052513e-05	0	0.8324831587555002	0.8500058408940462	s3://suching-dev/ner-2003/dev.txt	0.0	785.3998849906174	0.0	0.0	full
22	73	0.8678205677349012	0.8846228729410849	0.3124257229631248	519.8183910893458	0.7253218884120172	0.19909121507909794	BIOUL	ner		3	characters	True	single_id	conll2003	glove	74	True	64	basic	0.2255165688799976	True	0.10534436227534584	361	131	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.12444274402781112', 'type': 'l2'}]]							47	relu	47	[1, 2, 3]	27	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2673.22	1777	0	0	0					0.8613761171530095	0.8840099063206633	s3://suching-dev/ner-2003/test.txt	0.3050480443902739	451.4316500911006	0.6473291211947156	0.1995396600566572	s3://suching-dev/ner-2003/train.txt	0	7.643599304844518	0.5	2	reduce_on_plateau	75	1	1.5871305567541564e-05	adam	25	+f1-measure-overall	0.8585705796553401	0.8809111044538628	2673.22	6941.0	74	0.2544483985764775	1777	0	0	0					510.7509016557173	0.5637319316688568	0.16430486403676753	0	0.8678205677349012	0.8846228729410849	s3://suching-dev/ner-2003/dev.txt	0.3124257229631248	519.7952912274528	0.7253218884120172	0.19909121507909794	full
18	27	0.9835092091429462	0.9857482185273159	0.9223513559036052	60.7336862601486	0.923128792987188	0.9215752271962302	BIOUL	ner		3	characters	True	single_id	conll2003	glove	51	True	64	basic	0.2835794347564689	True	0.13761042080773167	162	137	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.018319881818136784', 'type': 'l2'}]]							49	relu	49	[1, 2, 3]	29	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2652.28	1673	0	0	0					0.96980725745666	0.972972972972973	s3://suching-dev/ner-2003/test.txt	0.8590378493101728	112.56403100049054	0.8581272084805653	0.8599504249291785	s3://suching-dev/ner-2003/train.txt	0	5.207263905796101	0.5	2	reduce_on_plateau	75	1	0.02415069672690616	adam	25	+f1-measure-overall	0.9980994101787144	0.9983989863520952	2652.28	4401.0	51	0.9909729614647148	1673	0	0	0					3.9586495486172772	0.9915640577734224	0.9903825694710412	0	0.9834118609088432	0.9856703399400336	s3://suching-dev/ner-2003/dev.txt	0.9216132019869838	60.7480161704269	0.922156697556866	0.9210703466846178	full
2	12	0.9873641992134262	0.9891359370741016	0.9421960454353728	36.7564120386161	0.9421167760390377	0.9422753281723324	BIOUL	ner		3	characters	True	single_id	conll2003	glove	36	True	64	basic	0.4144832901105079	True	0.3345209031295176	119	166	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.001047105191416853', 'type': 'l2'}]]							44	relu	44	[1, 2, 3, 4]	29	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2651.384	1783	0	0	0					0.9777107785075912	0.9803811779907398	s3://suching-dev/ner-2003/test.txt	0.8998497303986066	66.32579088211061	0.8984995586937334	0.9012039660056658	s3://suching-dev/ner-2003/train.txt	0	7.145677470206772	0.5	2	reduce_on_plateau	75	1	0.002369775590750201	adam	25	+f1-measure-overall	0.9943473413842384	0.9950594486816192	2651.384	3086.0	36	0.971435874496723	1783	0	0	0					13.589460453120143	0.9724923234390992	0.9703817183709944	0	0.9871889723920408	0.988960710252716	s3://suching-dev/ner-2003/dev.txt	0.9415130859210138	36.916480513180005	0.9415923245244908	0.9414338606529788	full
34	24	0.9753708967719326	0.9779019508586114	0.8829431438126591	68.70115113725849	0.8773678963110668	0.8885897004375631	BIOUL	ner		3	characters	True	single_id	conll2003	glove	48	True	64	basic	0.3478165448133141	True	0.3813636469373655	325	126	3	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.10338915306500485', 'type': 'l2'}]]							32	relu	32	[1, 2, 3, 4]	19	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2690.908	1585	0	0	0					0.95731667922903	0.9607192850220738	s3://suching-dev/ner-2003/test.txt	0.8098063165241168	122.42619210702402	0.7982456140350878	0.8217067988668555	s3://suching-dev/ner-2003/train.txt	0	9.171747969785413	0.5	2	reduce_on_plateau	75	1	0.0100493672170567	adam	25	+f1-measure-overall	0.9868874035585721	0.9890777473836196	2690.908	4623.0	48	0.9402011763702508	1585	0	0	0					24.75105797594244	0.9416862326574172	0.9387207966296438	0	0.9752540788910088	0.9777461936840466	s3://suching-dev/ner-2003/dev.txt	0.8821807843464673	69.0879611641753	0.8766827322586006	0.8877482329182094	full
23	15	0.9870916241579378	0.9889023013122542	0.9400572486950164	58.03601205115225	0.940532345013477	0.9395826321104004	BIOUL	ner		3	characters	True	single_id	conll2003	glove	39	True	64	basic	0.21712372386414489	True	0.0625396477479166	352	340	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.025782573481355934', 'type': 'l2'}]]							33	relu	33	[1, 2, 3, 4, 5]	58	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2676.244	2207	0	0	0					0.9782491655001616	0.9810703133412296	s3://suching-dev/ner-2003/test.txt	0.9027753226091068	105.92413084595293	0.9013413342746206	0.90421388101983	s3://suching-dev/ner-2003/train.txt	0	8.115739957864843	0.5	2	reduce_on_plateau	75	1	0.0009450583319098305	adam	25	+f1-measure-overall	0.9991503823279524	0.9992584261937622	2676.244	3893.0000000000014	39	0.9949992552081726	2207	0	0	0					2.2853551539507784	0.9951051332255044	0.9948933997191372	0	0.9869553366301936	0.9888244227249716	s3://suching-dev/ner-2003/dev.txt	0.9385249348246074	59.84468198290058	0.9379727685325264	0.9390777515987884	full
20	0	0.7977103695338966	0.8135002531054086	0.0068115091015432646	2097.4694273705577	0.011270890011659542	0.004880511612251767	BIOUL	ner		3	characters	True	single_id	conll2003	glove	24	True	64	basic	0.4821737437107678	True	0.2559137966618686	127	227	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.014797080243153638', 'type': 'l2'}]]							30	relu	30	[1, 2, 3]	59	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2652.304	1719	0	0	0					0.7752557338214708	0.7966189296866588	s3://suching-dev/ner-2003/test.txt	0.008023178069933289	1828.7989603678384	0.010823812387251957	0.006373937677053824	s3://suching-dev/ner-2003/train.txt	0	9.802856114466877	0.5	2	reduce_on_plateau	75	1	1.274843862512293e-05	adam	25	+f1-measure-overall	0.8327922954901508	0.8572003869934829	2652.304	2302.0	24	8.503762915072935e-05	1719	0	0	0					712.2789941961114	0.04999999999999975	4.255500234052513e-05	0	0.8325026284023208	0.8500253105408668	s3://suching-dev/ner-2003/dev.txt	0.0	746.5419957778032	0.0	0.0	full
19	72	0.8544643900159651	0.8716366185117402	0.19296453072541853	606.4985747991824	0.727172717271727	0.11124200605856614	BIOUL	ner		3	characters	True	single_id	conll2003	glove	74	True	64	basic	0.04324482045833522	True	0.2675599378249057	266	170	3	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.29683249975729825', 'type': 'l2'}]]							61	relu	61	[1, 2, 3]	40	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2672.18	2089	0	0	0					0.8451599009367934	0.8695595994400775	s3://suching-dev/ner-2003/test.txt	0.16756011640371382	526.4683498806423	0.6208853575482406	0.0968484419263456	s3://suching-dev/ner-2003/train.txt	0	7.276654176772554	0.5	2	reduce_on_plateau	75	1	1.3763569140042112e-05	adam	25	+f1-measure-overall	0.8453646726025311	0.8692816556249109	2672.18	6633.0	74	0.11874039938554305	2089	0	0	0					574.1084045410156	0.6084218811491539	0.06579003361845184	0	0.8544643900159651	0.8716366185117402	s3://suching-dev/ner-2003/dev.txt	0.19296453072541853	606.4131774902344	0.727172717271727	0.11124200605856614	full
29	11	0.9859234453487014	0.987870410030762	0.9346108589678438	56.1960563659668	0.9335124244459369	0.9357118815213732	BIOUL	ner		3	characters	True	single_id	conll2003	glove	35	True	64	basic	0.3161540052279847	True	0.41573933078963066	141	178	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.06451697906107409', 'type': 'l2'}]]							36	relu	36	[1, 2, 3, 4]	32	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2651.848	1581	0	0	0					0.9762894368472058	0.9791751911273824	s3://suching-dev/ner-2003/test.txt	0.8911065971915071	100.41721382847538	0.8889867841409692	0.8932365439093485	s3://suching-dev/ner-2003/train.txt	0	9.091116512933473	0.5	2	reduce_on_plateau	75	1	0.009076428911035132	adam	25	+f1-measure-overall	0.9984284528609524	0.9987132957799048	2651.848	3372.0	35	0.9921870010431024	1581	0	0	0					2.5947106773203066	0.9927153446366191	0.991659219541257	0	0.9858650364082396	0.9877341225030178	s3://suching-dev/ner-2003/dev.txt	0.9338482202820184	59.36302480510636	0.9316582914572864	0.9360484685291148	full
9	18	0.9764027880534248	0.9792453564892332	0.8897370653095343	92.32002155453553	0.8968878248974008	0.8826994278020869	BIOUL	ner		3	characters	True	single_id	conll2003	glove	42	True	64	basic	0.2467146494376264	True	0.4922871506048	445	166	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.026446411631446978', 'type': 'l2'}]]							19	relu	19	[1, 2, 3, 4]	29	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2655.732	1467	0	0	0					0.9665123290621298	0.9703025734898244	s3://suching-dev/ner-2003/test.txt	0.8466442358774071	100.92566984671132	0.8467941905773999	0.8464943342776204	s3://suching-dev/ner-2003/train.txt	0	9.743849296240224	0.5	2	reduce_on_plateau	75	1	0.00014632438635138703	adam	25	+f1-measure-overall	0.9705973352453824	0.9740105391880012	2655.732	3689.0000000000014	42	0.8579900728420825	1467	0	0	0					96.74354119734328	0.8665364583333334	0.8496106217285841	0	0.9761107433511156	0.9789922510805654	s3://suching-dev/ner-2003/dev.txt	0.8886627660476054	91.71394583758186	0.8955734062553409	0.8818579602827331	full
5	73	0.8347416377866905	0.8522643199252365	0.0198741305067872	654.7063574697457	0.6249999999999993	0.010097610232245036	BIOUL	ner		3	characters	True	single_id	conll2003	glove	74	True	64	basic	0.4714653823147635	True	0.3644093505206332	330	160	3	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.20040368819006685', 'type': 'l2'}]]							61	relu	61	[1, 2, 3, 4, 5]	22	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2688.36	2357	0	0	0					0.8271993108646495	0.8521373963605039	s3://suching-dev/ner-2003/test.txt	0.017748390464586837	568.9677463107638	0.5151515151515146	0.009029745042492921	s3://suching-dev/ner-2003/train.txt	0	6.581017608375815	0.5	2	reduce_on_plateau	75	1	1.4688920046274827e-05	adam	25	+f1-measure-overall	0.8332342931230079	0.8576325624567209	2688.36	7041.0	74	0.016765572477896975	2357	0	0	0					641.1739508888937	0.33779264214046817	0.008596110472786076	0	0.8347416377866905	0.8522643199252365	s3://suching-dev/ner-2003/dev.txt	0.0198741305067872	654.6796713436353	0.6249999999999993	0.010097610232245036	full
40	3	0.8036096725205405	0.8204314473735447	0.08905771868730156	2148.1803349513634	0.11937765205091938	0.07101985863345675	BIOUL	ner		3	characters	True	single_id	conll2003	glove	27	True	64	basic	0.01948409491791004	True	0.016595704617397674	406	130	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.01250262981350577', 'type': 'l2'}]]							43	relu	43	[1, 2, 3, 4]	20	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2655.544000000001	1849	0	0	0					0.7825777969204264	0.8058361149994616	s3://suching-dev/ner-2003/test.txt	0.10857828434308224	1865.273484971788	0.12471290767110706	0.09614022662889518	s3://suching-dev/ner-2003/train.txt	0	9.849404220130292	0.5	2	reduce_on_plateau	75	1	2.12711719810744e-06	adam	25	+f1-measure-overall	0.8314221028282938	0.8558203721620069	2655.52	2406.0	27	0.001469147894213485	1849	0	0	0					858.9061469338156	0.017910447761194027	0.0007659900421294522	0	0.8319769479381643	0.8494996300767104	s3://suching-dev/ner-2003/dev.txt	0.0003249390739169576	931.8216385186888	0.004694835680751171	0.0001682935038707506	full
25	30	0.9787196760250768	0.9813675479926794	0.8967606226335217	56.59507754737256	0.8966851758371193	0.8968360821272299	BIOUL	ner		3	characters	True	single_id	conll2003	glove	54	True	64	basic	0.4202567967310064	True	0.2972271639348428	258	194	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.10342250468961703', 'type': 'l2'}]]							39	relu	39	[1, 2, 3, 4]	36	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2653.244	1699	0	0	0					0.9636911812210616	0.9678259933240012	s3://suching-dev/ner-2003/test.txt	0.8318802289739702	92.88686301973131	0.8275801647100053	0.8362252124645893	s3://suching-dev/ner-2003/train.txt	0	9.729878172302033	0.5	2	reduce_on_plateau	75	1	0.03824756643195686	adam	25	+f1-measure-overall	0.989711277324048	0.9914399791770004	2653.244	4881.0	54	0.9553841564750002	1699	0	0	0					19.13684553449804	0.9566887134627694	0.9540831524745734	0	0.9785833884973326	0.9812701997585764	s3://suching-dev/ner-2003/dev.txt	0.8962557846023902	56.64063715467266	0.8961803802793202	0.8963312016156176	full
50	3	0.8035123242864375	0.8210350064249835	0.07899461400354622	2461.992700314989	0.11851851851851852	0.059239313362504216	BIOUL	ner		3	characters	True	single_id	conll2003	glove	27	True	64	basic	0.2470980516414569	True	0.2917416540400274	504	165	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.08179614294544243', 'type': 'l2'}]]							42	relu	42	[1, 2, 3, 4, 5]	23	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2700.268	1941	0	0	0					0.7980833423064498	0.8230214278023043	s3://suching-dev/ner-2003/test.txt	0.114662723239631	1990.50771133988	0.1603563474387528	0.08923512747875352	s3://suching-dev/ner-2003/train.txt	0	6.961737640992948	0.5	2	reduce_on_plateau	75	1	0.04675463620279576	adam	25	+f1-measure-overall	0.8328119398293891	0.8572200313327211	2700.268	2576.0	27	0.0	1941	0	0	0					522.4429222800513	0.0	0.0	0	0.8325026284023208	0.8500253105408668	s3://suching-dev/ner-2003/dev.txt	0.0	566.7788528741575	0.0	0.0	full
51	17	0.9874420778007088	0.9889217709590749	0.9387617765813768	47.51979315514658	0.9384460141271443	0.9390777515987884	BIOUL	ner		3	characters	True	single_id	conll2003	glove	41	True	64	basic	0.4265188450831821	True	0.28388255254239	294	164	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0010915214646348417', 'type': 'l2'}]]							61	relu	61	[1, 2, 3]	38	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2653.58	1929	0	0	0					0.9741574243566276	0.9770862495962096	s3://suching-dev/ner-2003/test.txt	0.8845847704961028	95.62196526704012	0.8837250397596749	0.8854461756373938	s3://suching-dev/ner-2003/train.txt	0	7.134520157855983	0.5	2	reduce_on_plateau	75	1	0.011789592584519984	adam	25	+f1-measure-overall	0.997608301697762	0.9980601215002382	2653.58	3719.0000000000014	41	0.9887391702321914	1929	0	0	0					4.462540208209645	0.9891813612743844	0.9882973743563556	0	0.9872863206261441	0.9888244227249716	s3://suching-dev/ner-2003/dev.txt	0.9378892442349273	48.221408039915794	0.938047138047138	0.9377314035678224	full
14	7	0.984404812896694	0.9865464740469608	0.9287398921832384	64.48143246594597	0.9296795952782462	0.927802086839448	BIOUL	ner		3	characters	True	single_id	conll2003	glove	31	True	64	basic	0.12447726677308753	True	0.029756152206448838	502	218	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0667616255617104', 'type': 'l2'}]]							19	relu	19	[1, 2, 3, 4]	42	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2665.724	2191	0	0	0					0.971508560353182	0.9746958113491978	s3://suching-dev/ner-2003/test.txt	0.8680180578914257	117.41620745482271	0.8679412285360241	0.8680949008498584	s3://suching-dev/ner-2003/train.txt	0	9.663570888075498	0.5	2	reduce_on_plateau	75	1	0.012656120716885032	adam	25	+f1-measure-overall	0.999916511558238	0.9999312448126668	2665.724	2745.0	31	0.9995957360794412	2191	0	0	0					0.14936187267303466	0.9995744680851064	0.9996170049789352	0	0.9845021611307972	0.9866827615747048	s3://suching-dev/ner-2003/dev.txt	0.9274947368420552	71.11653567295448	0.9281982133827744	0.9267923258162236	full
38	18	0.9875978349752736	0.9892916942486664	0.9419680403700088	41.99834930195528	0.9414929388029588	0.9424436216762032	BIOUL	ner		3	characters	True	single_id	conll2003	glove	42	True	64	basic	0.32606080987594865	True	0.4368397031843537	293	194	1	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.012579202760257995', 'type': 'l2'}]]							43	relu	43	[1, 2, 3]	48	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2654.82	1671	0	0	0					0.9771077850759126	0.9797351135996556	s3://suching-dev/ner-2003/test.txt	0.8982406506939646	75.93746769869769	0.8970510330213668	0.8994334277620396	s3://suching-dev/ner-2003/train.txt	0	9.229624590881057	0.5	2	reduce_on_plateau	75	1	0.0012364903395921745	adam	25	+f1-measure-overall	0.9957961114030478	0.9963559750713336	2654.82	3869.0000000000014	42	0.978169659020673	1671	0	0	0					11.405985875563188	0.9791080412722776	0.9772330737478192	0	0.9875199563879912	0.9892332853082044	s3://suching-dev/ner-2003/dev.txt	0.9415229280605308	41.89830187255261	0.9414437152953054	0.9416021541568496	full
39	0	0.8325026284023208	0.8500253105408668	0.0	1455.6295776367188	0.0	0.0	BIOUL	ner		3	characters	True	single_id	conll2003	glove	24	True	64	basic	0.17777782810756348	True	0.06510633702906538	80	210	3	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0017298397606661357', 'type': 'l2'}]]							39	relu	39	[1, 2, 3, 4, 5]	32	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	2651.996	1781	0	0	0					0.8253041886508022	0.8502422741466567	s3://suching-dev/ner-2003/test.txt	0.0	1296.9519913284869	0.0	0.0	s3://suching-dev/ner-2003/train.txt	0	7.223814460857679	0.5	2	reduce_on_plateau	75	1	1.810002001106265e-05	adam	25	+f1-measure-overall	0.8328119398293891	0.8572200313327211	2651.996	2390.0	24	0.0	1781	0	0	0					696.0448992642488	0.0	0.0	0	0.8325026284023208	0.8500253105408668	s3://suching-dev/ner-2003/dev.txt	0.0	748.4267129337088	0.0	0.0	full
0	13	0.9922121412717572	0.9931856236127876	0.9623466128760636	42.33005948160209	0.9612155809267964	0.9634803096600472	BIOUL	ner	elmo_characters	3	characters	True	single_id	conll2003	elmo frozen	37	True	64	basic	0.3870105499239693	True	0.2406804568135328	271	1190	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.005990368208987876', 'type': 'l2'}]]	False	0.4725043403334286	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	41	relu	41	[1, 2, 3, 4]	29	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3262.9959999999996	10	10	5721	10					0.98283622267686	0.9848605577689244	s3://suching-dev/ner-2003/test.txt	0.9268680445150532	92.23746868416114	0.9247444483609448	0.9290014164305948	s3://suching-dev/ner-2003/train.txt	0	6.760355034325111	0.5	2	reduce_on_plateau	75	1	0.0017581930524098756	adam	25	+f1-measure-overall	0.9991160047342856	0.9992044042608572	3262.9959999999996	4819.0	37	0.9950206409328349	10	10	5721	10					2.183578345746818	0.9951053415620345	0.9949359547214776	0	0.9921342626844748	0.9930882753786846	s3://suching-dev/ner-2003/dev.txt	0.9619231739093388	45.71942759495155	0.9608732157850546	0.9629754291484348	full
1	12	0.9919590358630894	0.992971457497761	0.96137339055789	59.110013531703565	0.9614543006227908	0.9612924941097274	BIOUL	ner	elmo_characters	3	characters	True	single_id	conll2003	elmo frozen	36	True	64	basic	0.24849205910758365	True	0.1701485740490346	381	1215	2	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.001321675709291534', 'type': 'l2'}]]	False	0.1879173719262768	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	53	relu	53	[1, 2, 3]	47	cnn	character_encoding	50	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3252.692	10	10	5751	10					0.9830085065144826	0.9850974480456552	s3://suching-dev/ner-2003/test.txt	0.9277620396600068	117.96556156652944	0.9277620396600568	0.9277620396600568	s3://suching-dev/ner-2003/train.txt	0	7.043509837204653	0.5	2	reduce_on_plateau	75	1	0.0017699773517041665	adam	25	+f1-measure-overall	0.999906689388619	0.9999263337278572	3252.692	4664.0	36	0.9994679832307816	10	10	5751	10					0.1948974774780006	0.9996168908564618	0.9993191199625516	0	0.9918811572758072	0.9929130485572992	s3://suching-dev/ner-2003/dev.txt	0.960827168796184	61.86803167006549	0.9598589183742022	0.9617973746213396	full
